season,player_name,birth_date,team,position,height_cm,weight_kg,spike_reach_cm,jersey_number,player_url
2005-2006,Jakub Bednaruk,09.09.1976,KS JASTRZĘBSKI WĘGIEL SSA,,188,95,320,,https://www.plusliga.pl/players/id/778/tour/6.html
2005-2006,Łukasz Kadziewicz,20.09.1980,KS JASTRZĘBSKI WĘGIEL SSA,,206,0,350,,https://www.plusliga.pl/players/id/1282/tour/6.html
2005-2006,Plamen Konstantinov,14.06.1973,KS JASTRZĘBSKI WĘGIEL SSA,,200,96,330,,https://www.plusliga.pl/players/id/2025/tour/6.html
2005-2006,Lassepetteri Laurila,04.08.1973,KS JASTRZĘBSKI WĘGIEL SSA,,187,78,310,,https://www.plusliga.pl/players/id/1243/tour/6.html
2005-2006,Przemysław Michalczyk,19.01.1973,KS JASTRZĘBSKI WĘGIEL SSA,,189,85,338,,https://www.plusliga.pl/players/id/2037/tour/6.html
2005-2006,Daniel Pliński,10.12.1978,KS JASTRZĘBSKI WĘGIEL SSA,,204,100,330,,https://www.plusliga.pl/players/id/435/tour/6.html
2005-2006,Paweł Rusek,21.01.1983,KS JASTRZĘBSKI WĘGIEL SSA,,183,76,315,,https://www.plusliga.pl/players/id/1966/tour/6.html
2005-2006,Ivaylo Stefanov,19.07.1973,KS JASTRZĘBSKI WĘGIEL SSA,,202,92,330,,https://www.plusliga.pl/players/id/755/tour/6.html
2005-2006,Grzegorz Szymański,12.07.1978,KS JASTRZĘBSKI WĘGIEL SSA,,202,94,345,,https://www.plusliga.pl/players/id/686/tour/6.html
2005-2006,Arkadiusz Terlecki,16.09.1980,KS JASTRZĘBSKI WĘGIEL SSA,,201,94,337,,https://www.plusliga.pl/players/id/233/tour/6.html
2005-2006,Marcin Wika,09.11.1983,KS JASTRZĘBSKI WĘGIEL SSA,,194,97,340,,https://www.plusliga.pl/players/id/1471/tour/6.html
2005-2006,Maciej Alancewicz,07.12.1982,KS PZU AZS OLSZTYN,,192,72,314,,https://www.plusliga.pl/players/id/1314/tour/6.html
2005-2006,Michał Bąkiewicz,22.03.1981,KS PZU AZS OLSZTYN,,197,93,339,,https://www.plusliga.pl/players/id/1661/tour/6.html
2005-2006,Patryk Czarnowski,01.11.1985,KS PZU AZS OLSZTYN,,204,98,365,,https://www.plusliga.pl/players/id/1903/tour/6.html
2005-2006,Piotr Gruszka,08.03.1977,KS PZU AZS OLSZTYN,,206,109,354,,https://www.plusliga.pl/players/id/2001/tour/6.html
2005-2006,Wojciech Grzyb,04.01.1981,KS PZU AZS OLSZTYN,,205,105,355,,https://www.plusliga.pl/players/id/2407/tour/6.html
2005-2006,Paweł Kuciński,15.03.1973,KS PZU AZS OLSZTYN,,193,95,306,,https://www.plusliga.pl/players/id/1956/tour/6.html
2005-2006,Piotr Lipiński,04.01.1979,KS PZU AZS OLSZTYN,,195,91,330,,https://www.plusliga.pl/players/id/2008/tour/6.html
2005-2006,Marcin Możdżonek,09.02.1985,KS PZU AZS OLSZTYN,,211,104,360,,https://www.plusliga.pl/players/id/1463/tour/6.html
2005-2006,Marcin Nowak,17.10.1975,KS PZU AZS OLSZTYN,,215,110,350,,https://www.plusliga.pl/players/id/1464/tour/6.html
2005-2006,Paweł Papke,13.02.1977,KS PZU AZS OLSZTYN,,196,100,345,,https://www.plusliga.pl/players/id/1962/tour/6.html
2005-2006,Michał Ruciak,22.08.1983,KS PZU AZS OLSZTYN,,190,82,336,,https://www.plusliga.pl/players/id/1709/tour/6.html
2005-2006,Adrian Sarul,22.09.1985,KS PZU AZS OLSZTYN,,192,87,305,,https://www.plusliga.pl/players/id/40/tour/6.html
2005-2006,Mark Siebeck,14.10.1975,KS PZU AZS OLSZTYN,,195,90,318,,https://www.plusliga.pl/players/id/1524/tour/6.html
2005-2006,Paweł Zagumny,18.10.1977,KS PZU AZS OLSZTYN,,200,90,330,,https://www.plusliga.pl/players/id/1976/tour/6.html
2005-2006,Witold Chwastyniak,04.02.1979,KS VKS JOKER PIŁA,,192,92,330,,https://www.plusliga.pl/players/id/2398/tour/6.html
2005-2006,Sławomir Gerymski,02.09.1968,KS VKS JOKER PIŁA,Rozgrywający,186,87,310,,https://www.plusliga.pl/players/id/2187/tour/6.html
2005-2006,Łukasz Jurkojć,12.08.1984,KS VKS JOKER PIŁA,,187,82,320,,https://www.plusliga.pl/players/id/1279/tour/6.html
2005-2006,Jakub Kaźmierski,07.04.1984,KS VKS JOKER PIŁA,,202,92,336,,https://www.plusliga.pl/players/id/801/tour/6.html
2005-2006,Mariusz Kowalski,20.03.1972,KS VKS JOKER PIŁA,,190,90,310,,https://www.plusliga.pl/players/id/1511/tour/6.html
2005-2006,Dariusz Krajewski,25.03.1983,KS VKS JOKER PIŁA,,180,82,310,,https://www.plusliga.pl/players/id/452/tour/6.html
2005-2006,Michał Kubiak,23.02.1988,KS VKS JOKER PIŁA,,192,87,340,,https://www.plusliga.pl/players/id/1691/tour/6.html
2005-2006,Michał Lach,29.08.1985,KS VKS JOKER PIŁA,,195,84,325,,https://www.plusliga.pl/players/id/1692/tour/6.html
2005-2006,Przemysław Lach,16.04.1979,KS VKS JOKER PIŁA,,198,87,320,,https://www.plusliga.pl/players/id/2036/tour/6.html
2005-2006,Radosław Maciejewicz,22.05.1976,KS VKS JOKER PIŁA,,188,87,306,,https://www.plusliga.pl/players/id/2048/tour/6.html
2005-2006,Adam Nowik,23.04.1975,KS VKS JOKER PIŁA,,206,96,350,,https://www.plusliga.pl/players/id/15/tour/6.html
2005-2006,Marcin Owczarski,07.06.1980,KS VKS JOKER PIŁA,,199,97,333,,https://www.plusliga.pl/players/id/1467/tour/6.html
2005-2006,Wojciech Winnik,05.10.1984,KS VKS JOKER PIŁA,,194,90,335,,https://www.plusliga.pl/players/id/2427/tour/6.html
2005-2006,Jarosław Wojczuk,08.06.1967,KS VKS JOKER PIŁA,,192,86,315,,https://www.plusliga.pl/players/id/886/tour/6.html
2005-2006,Damian Domonik,01.07.1985,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,205,105,355,,https://www.plusliga.pl/players/id/406/tour/6.html
2005-2006,Marcel Gromadowski,19.12.1985,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,203,105,350,,https://www.plusliga.pl/players/id/1426/tour/6.html
2005-2006,Aleksander Januszkiewicz,25.05.1979,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,200,98,322,,https://www.plusliga.pl/players/id/82/tour/6.html
2005-2006,Tomas Kmet,01.12.1981,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,200,95,327,,https://www.plusliga.pl/players/id/2272/tour/6.html
2005-2006,Michał Kozłowski,16.02.1985,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,191,88,325,,https://www.plusliga.pl/players/id/1687/tour/6.html
2005-2006,Bartosz Kurek,29.08.1988,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,205,100,375,,https://www.plusliga.pl/players/id/313/tour/6.html
2005-2006,Rafał Musielak,22.08.1973,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,Przyjmujący,193,87,314,,https://www.plusliga.pl/players/id/2077/tour/6.html
2005-2006,Arkadiusz Olejniczak,30.01.1984,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,191,90,312,,https://www.plusliga.pl/players/id/231/tour/6.html
2005-2006,Wojciech Serafin,20.06.1978,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,194,87,340,,https://www.plusliga.pl/players/id/2419/tour/6.html
2005-2006,Martin Sopko,30.01.1982,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,195,95,345,,https://www.plusliga.pl/players/id/1557/tour/6.html
2005-2006,Stanislav Vartovnik,23.02.1978,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,196,86,317,,https://www.plusliga.pl/players/id/2205/tour/6.html
2005-2006,Petr Zapletal,20.12.1977,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,194,90,320,,https://www.plusliga.pl/players/id/1987/tour/6.html
2005-2006,Rafał Cimochowski,23.01.1984,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,196,86,320,,https://www.plusliga.pl/players/id/2067/tour/6.html
2005-2006,Andrew Earl,15.09.1982,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,196,89,320,,https://www.plusliga.pl/players/id/171/tour/6.html
2005-2006,Marcin Grygiel,09.10.1978,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,199,92,345,,https://www.plusliga.pl/players/id/1440/tour/6.html
2005-2006,Robert Kiwior,12.05.1982,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,194,92,307,,https://www.plusliga.pl/players/id/2105/tour/6.html
2005-2006,Grzegorz Kosok,02.03.1986,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,205,95,350,,https://www.plusliga.pl/players/id/675/tour/6.html
2005-2006,Marcin Kudłacik,15.03.1981,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,200,88,317,,https://www.plusliga.pl/players/id/1457/tour/6.html
2005-2006,Rafał Legień,24.10.1969,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,190,86,300,,https://www.plusliga.pl/players/id/2073/tour/6.html
2005-2006,Jakub Łomacz,14.03.1982,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,187,82,316,,https://www.plusliga.pl/players/id/813/tour/6.html
2005-2006,Radosław Panas,11.05.1970,PKE-POLSKA ENERGIA SSA SOSNOWIEC,Przyjmujący,195,86,0,,https://www.plusliga.pl/players/id/2051/tour/6.html
2005-2006,Damian Parkitny,10.12.1985,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,193,77,320,,https://www.plusliga.pl/players/id/410/tour/6.html
2005-2006,Paweł Siezieniewski,27.12.1981,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,199,93,345,,https://www.plusliga.pl/players/id/1967/tour/6.html
2005-2006,Adrian Stańczak,17.02.1987,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,185,83,0,,https://www.plusliga.pl/players/id/41/tour/6.html
2005-2006,Mariusz Syguła,28.12.1982,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,190,86,310,,https://www.plusliga.pl/players/id/1518/tour/6.html
2005-2006,Dariusz Szulik,02.05.1983,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,204,97,345,,https://www.plusliga.pl/players/id/457/tour/6.html
2005-2006,Tomasz Tomczyk,24.05.1986,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,0,0,0,,https://www.plusliga.pl/players/id/2310/tour/6.html
2005-2006,Michał Żuk,04.07.1985,PKE-POLSKA ENERGIA SSA SOSNOWIEC,,196,91,340,,https://www.plusliga.pl/players/id/1724/tour/6.html
2005-2006,Wojciech Gradowski,14.11.1980,RESOVIA SSA RZESZÓW,,191,91,335,,https://www.plusliga.pl/players/id/2406/tour/6.html
2005-2006,Tomasz Józefacki,05.05.1980,RESOVIA SSA RZESZÓW,,192,81,341,,https://www.plusliga.pl/players/id/2284/tour/6.html
2005-2006,Michał Kaczmarek,26.12.1984,RESOVIA SSA RZESZÓW,,200,103,340,,https://www.plusliga.pl/players/id/1680/tour/6.html
2005-2006,Tomasz Kamuda,05.02.1976,RESOVIA SSA RZESZÓW,,197,85,315,,https://www.plusliga.pl/players/id/2287/tour/6.html
2005-2006,Tomasz Kozłowski,16.02.1979,RESOVIA SSA RZESZÓW,,192,91,312,,https://www.plusliga.pl/players/id/2292/tour/6.html
2005-2006,Dusan Kubica,12.12.1972,RESOVIA SSA RZESZÓW,,188,84,300,,https://www.plusliga.pl/players/id/545/tour/6.html
2005-2006,Piotr Łuka,09.06.1980,RESOVIA SSA RZESZÓW,,0,0,0,,https://www.plusliga.pl/players/id/2009/tour/6.html
2005-2006,Łukasz Perłowski,03.04.1984,RESOVIA SSA RZESZÓW,,204,95,353,,https://www.plusliga.pl/players/id/1296/tour/6.html
2005-2006,Stanisław Pieczonka,04.08.1979,RESOVIA SSA RZESZÓW,,200,106,340,,https://www.plusliga.pl/players/id/2208/tour/6.html
2005-2006,Grzegorz Pilarz,12.02.1980,RESOVIA SSA RZESZÓW,,188,80,320,,https://www.plusliga.pl/players/id/684/tour/6.html
2005-2006,Rankingi,,RESOVIA SSA RZESZÓW,,,,,,https://www.plusliga.pl/players/id/2194/tour/6.html
2005-2006,Rankingi,,RESOVIA SSA RZESZÓW,,,,,,https://www.plusliga.pl/players/id/1765/tour/6.html
2005-2006,Zbigniew Zieliński,29.03.1964,RESOVIA SSA RZESZÓW,,195,98,315,,https://www.plusliga.pl/players/id/2448/tour/6.html
2005-2006,Marcin Drabkowski,06.11.1977,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,184,90,312,,https://www.plusliga.pl/players/id/1437/tour/6.html
2005-2006,Tomasz Drzyzga,09.10.1985,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,188,85,335,,https://www.plusliga.pl/players/id/2280/tour/6.html
2005-2006,Adrian Dyżakowski,27.08.1976,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,192,85,307,,https://www.plusliga.pl/players/id/29/tour/6.html
2005-2006,Krzysztof Grzesiowski,10.05.1981,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,206,106,330,,https://www.plusliga.pl/players/id/1213/tour/6.html
2005-2006,Tomasz Kowalczyk,15.03.1976,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,203,95,348,,https://www.plusliga.pl/players/id/2289/tour/6.html
2005-2006,Artur Kusio,19.06.1976,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,210,105,335,,https://www.plusliga.pl/players/id/246/tour/6.html
2005-2006,Marcin Malicki,04.04.1983,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,197,85,325,,https://www.plusliga.pl/players/id/1461/tour/6.html
2005-2006,Konrad Małecki,06.01.1979,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,200,94,345,,https://www.plusliga.pl/players/id/1189/tour/6.html
2005-2006,Maciej Oczko,26.02.1980,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,198,96,320,,https://www.plusliga.pl/players/id/1338/tour/6.html
2005-2006,Paweł Pietkiewicz,01.01.1986,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,190,0,332,,https://www.plusliga.pl/players/id/1963/tour/6.html
2005-2006,Radosław Rybak,25.03.1973,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,195,0,0,,https://www.plusliga.pl/players/id/2053/tour/6.html
2005-2006,Tomasz Skalski,25.05.1973,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,191,91,310,,https://www.plusliga.pl/players/id/2306/tour/6.html
2005-2006,Bartosz Szcześniewski,15.05.1977,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,202,100,325,,https://www.plusliga.pl/players/id/327/tour/6.html
2005-2006,Piotr Szulc,19.11.1976,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,191,95,313,,https://www.plusliga.pl/players/id/2021/tour/6.html
2005-2006,Peter Turiansky,18.12.1976,WÓZKI BT AZS POLITECHNIKA WARSZAWSKA,,193,72,315,,https://www.plusliga.pl/players/id/1983/tour/6.html
