season,player_name,birth_date,team,position,height_cm,weight_kg,spike_reach_cm,jersey_number,player_url
2021-2022,Bartłomiej Krulicki,15.09.1993,Asseco Resovia Rzeszów,Środkowy,205,104,350,,https://www.plusliga.pl/players/id/278/tour/38.html
2021-2022,Oskar Krzyżak,06.04.2003,Asseco Resovia Rzeszów,Atakujący,203,83,344,,https://www.plusliga.pl/players/id/1884/tour/38.html
2021-2022,Maciej Muzaj,21.05.1994,Asseco Resovia Rzeszów,Atakujący,208,92,370,,https://www.plusliga.pl/players/id/1335/tour/38.html
2021-2022,Michał Potera,06.03.1988,Asseco Resovia Rzeszów,Libero,183,79,310,,https://www.plusliga.pl/players/id/1707/tour/38.html
2021-2022,Radosław Puczkowski,02.01.2003,Asseco Resovia Rzeszów,Przyjmujący,203,86,355,,https://www.plusliga.pl/players/id/2052/tour/38.html
2021-2022,Nicolas Szerszeń,31.12.1996,Asseco Resovia Rzeszów,Przyjmujący,195,96,343,,https://www.plusliga.pl/players/id/1826/tour/38.html
2021-2022,Timo Tammemaa,18.11.1991,Asseco Resovia Rzeszów,Środkowy,205,93,365,,https://www.plusliga.pl/players/id/2269/tour/38.html
2021-2022,Paweł Woicki,19.06.1983,Asseco Resovia Rzeszów,Rozgrywający,182,84,315,,https://www.plusliga.pl/players/id/1974/tour/38.html
2021-2022,Paweł Zatorski,21.06.1990,Asseco Resovia Rzeszów,Libero,184,73,328,,https://www.plusliga.pl/players/id/1977/tour/38.html
2021-2022,Alexander Berger,27.09.1988,Cerrad Enea Czarni Radom,Przyjmujący,194,90,340,,https://www.plusliga.pl/players/id/126/tour/38.html
2021-2022,Rafał Faryna,28.09.1994,Cerrad Enea Czarni Radom,Atakujący,200,100,351,,https://www.plusliga.pl/players/id/2069/tour/38.html
2021-2022,Bartosz Firszt,19.03.1999,Cerrad Enea Czarni Radom,Przyjmujący,198,93,342,,https://www.plusliga.pl/players/id/302/tour/38.html
2021-2022,Daniel Gąsior,09.01.1995,Cerrad Enea Czarni Radom,Atakujący,200,93,349,,https://www.plusliga.pl/players/id/426/tour/38.html
2021-2022,Michał Kędzierski,09.08.1994,Cerrad Enea Czarni Radom,Rozgrywający,194,83,345,,https://www.plusliga.pl/players/id/1684/tour/38.html
2021-2022,Bartłomiej Lemański,19.03.1996,Cerrad Enea Czarni Radom,Środkowy,217,105,365,,https://www.plusliga.pl/players/id/279/tour/38.html
2021-2022,Mateusz Masłowski,13.06.1997,Cerrad Enea Czarni Radom,Libero,185,80,333,,https://www.plusliga.pl/players/id/1604/tour/38.html
2021-2022,Wiktor Nowak,21.05.1999,Cerrad Enea Czarni Radom,Rozgrywający,191,85,320,,https://www.plusliga.pl/players/id/2385/tour/38.html
2021-2022,Maciej Nowowsiak,20.09.2001,Cerrad Enea Czarni Radom,Libero,189,74,320,,https://www.plusliga.pl/players/id/1337/tour/38.html
2021-2022,Michał Ostrowski,29.03.1990,Cerrad Enea Czarni Radom,Środkowy,203,96,345,,https://www.plusliga.pl/players/id/1703/tour/38.html
2021-2022,Michael Parkinson,23.11.1991,Cerrad Enea Czarni Radom,Środkowy,,,,,https://www.plusliga.pl/players/id/1653/tour/38.html
2021-2022,Paweł Rusin,05.03.1992,Cerrad Enea Czarni Radom,Przyjmujący,182,78,340,,https://www.plusliga.pl/players/id/1946/tour/38.html
2021-2022,Jakub Sadkowski,25.02.2002,Cerrad Enea Czarni Radom,Środkowy,209,105,349,,https://www.plusliga.pl/players/id/830/tour/38.html
2021-2022,Jose Ademar Santana,06.02.1996,Cerrad Enea Czarni Radom,Przyjmujący,198,90,350,,https://www.plusliga.pl/players/id/939/tour/38.html
2021-2022,Alexander Voropaev,19.10.1993,Cerrad Enea Czarni Radom,Rozgrywający,197,90,340,,https://www.plusliga.pl/players/id/129/tour/38.html
2021-2022,Sebastian Warda,18.01.1989,Cerrad Enea Czarni Radom,Środkowy,204,104,355,,https://www.plusliga.pl/players/id/2163/tour/38.html
2021-2022,Grzegorz Bociek,06.06.1991,Cuprum Lubin,Atakujący,207,107,367,,https://www.plusliga.pl/players/id/666/tour/38.html
2021-2022,Wojciech Ferens,05.04.1991,Cuprum Lubin,Przyjmujący,195,96,355,,https://www.plusliga.pl/players/id/2405/tour/38.html
2021-2022,Michał Gierżot,04.10.2001,Cuprum Lubin,Przyjmujący,208,95,350,,https://www.plusliga.pl/players/id/1671/tour/38.html
2021-2022,Dawid Gunia,01.01.1987,Cuprum Lubin,Środkowy,203,101,348,,https://www.plusliga.pl/players/id/471/tour/38.html
2021-2022,Remigiusz Kapica,28.09.2000,Cuprum Lubin,Atakujący,200,97,352,,https://www.plusliga.pl/players/id/2093/tour/38.html
2021-2022,Jędrzej Kaźmierczak,23.09.2000,Cuprum Lubin,Środkowy,200,85,358,,https://www.plusliga.pl/players/id/905/tour/38.html
2021-2022,Florian Krage,11.01.1997,Cuprum Lubin,Środkowy,204,102,357,,https://www.plusliga.pl/players/id/636/tour/38.html
2021-2022,Kamil Maruszczyk,13.01.1993,Cuprum Lubin,Przyjmujący,191,75,345,,https://www.plusliga.pl/players/id/1043/tour/38.html
2021-2022,Paweł Pietraszko,05.10.1990,Cuprum Lubin,Środkowy,201,96,352,,https://www.plusliga.pl/players/id/1964/tour/38.html
2021-2022,Maciej Sas,10.11.1998,Cuprum Lubin,Libero,179,80,315,,https://www.plusliga.pl/players/id/1346/tour/38.html
2021-2022,Masahiro Sekita,20.11.1993,Cuprum Lubin,Rozgrywający,175,72,324,,https://www.plusliga.pl/players/id/1571/tour/38.html
2021-2022,Przemysław Stępień,07.02.1994,Cuprum Lubin,Rozgrywający,185,80,333,,https://www.plusliga.pl/players/id/2041/tour/38.html
2021-2022,Kamil Szymura,24.01.1999,Cuprum Lubin,Libero,185,80,320,,https://www.plusliga.pl/players/id/1055/tour/38.html
2021-2022,Marcin Waliński,24.10.1990,Cuprum Lubin,Przyjmujący,194,100,330,,https://www.plusliga.pl/players/id/1470/tour/38.html
2021-2022,Damian Domagała,23.04.1998,GKS Katowice,Atakujący,199,89,350,,https://www.plusliga.pl/players/id/405/tour/38.html
2021-2022,Kamil Drzazga,11.09.2000,GKS Katowice,Środkowy,210,100,350,,https://www.plusliga.pl/players/id/1030/tour/38.html
2021-2022,Piotr Hain,26.02.1991,GKS Katowice,Środkowy,208,105,350,,https://www.plusliga.pl/players/id/2002/tour/38.html
2021-2022,Jakub Jarosz,10.02.1987,GKS Katowice,Atakujący,197,90,355,,https://www.plusliga.pl/players/id/798/tour/38.html
2021-2022,Marcin Kania,14.02.1996,GKS Katowice,Środkowy,203,84,352,,https://www.plusliga.pl/players/id/1446/tour/38.html
2021-2022,Damian Kogut,03.01.1997,GKS Katowice,Przyjmujący,192,88,345,,https://www.plusliga.pl/players/id/408/tour/38.html
2021-2022,Jakub Lewandowski,16.07.1996,GKS Katowice,Środkowy,204,88,360,,https://www.plusliga.pl/players/id/812/tour/38.html
2021-2022,Micah Ma'a,16.04.1997,GKS Katowice,Rozgrywający,190,86,339,,https://www.plusliga.pl/players/id/1651/tour/38.html
2021-2022,Bartosz Mariański,26.05.1992,GKS Katowice,Libero,187,81,315,,https://www.plusliga.pl/players/id/318/tour/38.html
2021-2022,Jakub Nowosielski,11.02.1993,GKS Katowice,Rozgrywający,193,86,330,,https://www.plusliga.pl/players/id/821/tour/38.html
2021-2022,Dawid Ogórek,30.07.1990,GKS Katowice,Libero,184,80,343,,https://www.plusliga.pl/players/id/478/tour/38.html
2021-2022,Gonzalo Quiroga,25.02.1993,GKS Katowice,Przyjmujący,192,86,345,,https://www.plusliga.pl/players/id/660/tour/38.html
2021-2022,Tomas Rousseaux,31.03.1994,GKS Katowice,Przyjmujący,199,90,360,,https://www.plusliga.pl/players/id/2274/tour/38.html
2021-2022,Jakub Szymański,25.03.1998,GKS Katowice,Przyjmujący,200,82,355,,https://www.plusliga.pl/players/id/837/tour/38.html
2021-2022,Korneliusz Banach,25.01.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Libero,185,72,320,,https://www.plusliga.pl/players/id/1198/tour/38.html
2021-2022,Norbert Huber,14.08.1998,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,207,97,352,,https://www.plusliga.pl/players/id/1848/tour/38.html
2021-2022,Marcin Janusz,31.07.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Rozgrywający,195,93,326,,https://www.plusliga.pl/players/id/1443/tour/38.html
2021-2022,Ernest Kaciczak,25.01.2000,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,205,92,350,,https://www.plusliga.pl/players/id/576/tour/38.html
2021-2022,Łukasz Kaczmarek,29.06.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Atakujący,204,103,357,,https://www.plusliga.pl/players/id/1280/tour/38.html
2021-2022,Tomasz Kalembka,30.06.1991,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,202,102,333,,https://www.plusliga.pl/players/id/2286/tour/38.html
2021-2022,Bartłomiej Kluth,20.12.1992,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Atakujący,210,110,356,,https://www.plusliga.pl/players/id/277/tour/38.html
2021-2022,Wiktor Kłęk,02.01.1998,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Atakujący,205,100,358,,https://www.plusliga.pl/players/id/2379/tour/38.html
2021-2022,Markus Kosian,10.03.2000,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,201,94,341,,https://www.plusliga.pl/players/id/1529/tour/38.html
2021-2022,Michał Kozłowski,16.02.1985,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Rozgrywający,191,88,325,,https://www.plusliga.pl/players/id/1687/tour/38.html
2021-2022,Fabian Majcherski,28.03.1997,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Libero,172,79,,,https://www.plusliga.pl/players/id/604/tour/38.html
2021-2022,Krzysztof Rejno,22.02.1993,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,203,83,350,,https://www.plusliga.pl/players/id/1229/tour/38.html
2021-2022,Kamil Semeniuk,16.07.1996,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,194,85,350,,https://www.plusliga.pl/players/id/1048/tour/38.html
2021-2022,Erik Shoji,24.08.1989,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Libero,184,83,320,,https://www.plusliga.pl/players/id/574/tour/38.html
2021-2022,David Smith,15.05.1985,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,195,92,350,,https://www.plusliga.pl/players/id/462/tour/38.html
2021-2022,Adrian Staszewski,31.05.1990,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,196,102,340,,https://www.plusliga.pl/players/id/42/tour/38.html
2021-2022,Aleksander Śliwka,24.05.1995,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,196,90,352,,https://www.plusliga.pl/players/id/87/tour/38.html
2021-2022,Wojciech Żaliński,08.01.1988,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,195,100,345,,https://www.plusliga.pl/players/id/2429/tour/38.html
2021-2022,Robbert Andringa,28.10.1990,Indykpol AZS Olsztyn,Przyjmujący,191,86,330,,https://www.plusliga.pl/players/id/2101/tour/38.html
2021-2022,Taylor Averill,05.03.1992,Indykpol AZS Olsztyn,Środkowy,201,93,370,,https://www.plusliga.pl/players/id/2256/tour/38.html
2021-2022,Redi Bakiri,27.07.2000,Indykpol AZS Olsztyn,Przyjmujący,194,89,354,,https://www.plusliga.pl/players/id/2090/tour/38.html
2021-2022,Karol Butryn,18.06.1993,Indykpol AZS Olsztyn,Atakujący,193,102,320,,https://www.plusliga.pl/players/id/1071/tour/38.html
2021-2022,Jakub Ciunajtis,06.08.1998,Indykpol AZS Olsztyn,Libero,180,79,320,,https://www.plusliga.pl/players/id/785/tour/38.html
2021-2022,Torey DeFalco,10.04.1997,Indykpol AZS Olsztyn,Przyjmujący,198,95,340,,https://www.plusliga.pl/players/id/2317/tour/38.html
2021-2022,Jan Firlej,26.09.1996,Indykpol AZS Olsztyn,Rozgrywający,188,84,330,,https://www.plusliga.pl/players/id/855/tour/38.html
2021-2022,Jędrzej Gruszczyński,13.11.1997,Indykpol AZS Olsztyn,Libero,186,84,335,,https://www.plusliga.pl/players/id/904/tour/38.html
2021-2022,Szymon Jakubiszak,13.02.1998,Indykpol AZS Olsztyn,Środkowy,208,97,370,,https://www.plusliga.pl/players/id/2233/tour/38.html
2021-2022,Wiktor Janiszewski,01.03.2002,Indykpol AZS Olsztyn,Przyjmujący,194,96,,,https://www.plusliga.pl/players/id/2377/tour/38.html
2021-2022,Karol Jankiewicz,21.02.1996,Indykpol AZS Olsztyn,Rozgrywający,185,81,324,,https://www.plusliga.pl/players/id/1077/tour/38.html
2021-2022,Jan Król,23.08.1989,Indykpol AZS Olsztyn,Atakujący,197,98,343,,https://www.plusliga.pl/players/id/862/tour/38.html
2021-2022,Mateusz Poręba,24.08.1999,Indykpol AZS Olsztyn,Środkowy,204,102,360,,https://www.plusliga.pl/players/id/1612/tour/38.html
2021-2022,Meisam Salehi,17.11.1998,Indykpol AZS Olsztyn,Przyjmujący,198,81,340,,https://www.plusliga.pl/players/id/1645/tour/38.html
2021-2022,Dawid Siwczyk,13.06.1993,Indykpol AZS Olsztyn,Środkowy,197,103,371,,https://www.plusliga.pl/players/id/482/tour/38.html
2021-2022,Arpad Baróti,23.10.1991,Jastrzębski Węgiel,Atakujący,206,104,340,,https://www.plusliga.pl/players/id/237/tour/38.html
2021-2022,Krzysztof Bieńkowski,19.06.1995,Jastrzębski Węgiel,Pozycja,198,87,336,,https://www.plusliga.pl/players/id/1210/tour/38.html
2021-2022,Szymon Biniek,30.07.1995,Jastrzębski Węgiel,Libero,188,84,320,,https://www.plusliga.pl/players/id/2229/tour/38.html
2021-2022,Stéphen Boyer,10.04.1996,Jastrzębski Węgiel,Atakujący,196,90,355,,https://www.plusliga.pl/players/id/2216/tour/38.html
2021-2022,Bartosz Cedzyński,20.12.1990,Jastrzębski Węgiel,Środkowy,211,103,350,,https://www.plusliga.pl/players/id/296/tour/38.html
2021-2022,Trevor Clevenot,28.06.1994,Jastrzębski Węgiel,Przyjmujący,199,89,345,,https://www.plusliga.pl/players/id/2318/tour/38.html
2021-2022,Dominik Czerny,04.04.2003,Jastrzębski Węgiel,Przyjmujący,196,91,348,,https://www.plusliga.pl/players/id/513/tour/38.html
2021-2022,Dawid Dryja,21.07.1992,Jastrzębski Węgiel,Środkowy,201,96,355,,https://www.plusliga.pl/players/id/467/tour/38.html
2021-2022,Tomasz Fornal,31.08.1997,Jastrzębski Węgiel,Przyjmujący,198,92,340,,https://www.plusliga.pl/players/id/2281/tour/38.html
2021-2022,Jurij Gladyr,08.07.1984,Jastrzębski Węgiel,Środkowy,202,96,360,,https://www.plusliga.pl/players/id/982/tour/38.html
2021-2022,Maksymilian Granieczny,07.07.2005,Jastrzębski Węgiel,Libero,177,66,308,,https://www.plusliga.pl/players/id/1400/tour/38.html
2021-2022,Jan Hadrava,03.06.1991,Jastrzębski Węgiel,Atakujący,199,103,357,,https://www.plusliga.pl/players/id/858/tour/38.html
2021-2022,Jakub Macyra,22.07.1995,Jastrzębski Węgiel,Środkowy,202,96,355,,https://www.plusliga.pl/players/id/815/tour/38.html
2021-2022,Jakub Popiwczak,17.04.1996,Jastrzębski Węgiel,Libero,180,78,320,,https://www.plusliga.pl/players/id/825/tour/38.html
2021-2022,Dominnik Rakowski,01.11.2004,Jastrzębski Węgiel,Atakujący,199,83,340,,https://www.plusliga.pl/players/id/537/tour/38.html
2021-2022,Kamil Strzymszok,21.01.2004,Jastrzębski Węgiel,Rozgrywający,192,85,330,,https://www.plusliga.pl/players/id/1051/tour/38.html
2021-2022,Jakub Styrnol,26.05.2003,Jastrzębski Węgiel,Środkowy,198,91,350,,https://www.plusliga.pl/players/id/835/tour/38.html
2021-2022,Wojciech Szwed,07.03.2000,Jastrzębski Węgiel,Przyjmujący,201,102,355,,https://www.plusliga.pl/players/id/2425/tour/38.html
2021-2022,Rafał Szymura,29.08.1995,Jastrzębski Węgiel,Przyjmujący,197,100,345,,https://www.plusliga.pl/players/id/2084/tour/38.html
2021-2022,Eemi Tervaportti,26.07.1989,Jastrzębski Węgiel,Rozgrywający,193,84,338,,https://www.plusliga.pl/players/id/554/tour/38.html
2021-2022,Benjamin Toniutti,30.10.1989,Jastrzębski Węgiel,Rozgrywający,183,75,320,,https://www.plusliga.pl/players/id/341/tour/38.html
2021-2022,Łukasz Wiśniewski,03.02.1989,Jastrzębski Węgiel,Środkowy,198,104,343,,https://www.plusliga.pl/players/id/1309/tour/38.html
2021-2022,Szymon Bereza,07.04.1998,LUK Lublin,Rozgrywający,187,73,340,,https://www.plusliga.pl/players/id/2228/tour/38.html
2021-2022,Bartosz Filipiak,27.02.1994,LUK Lublin,Atakujący,197,95,350,,https://www.plusliga.pl/players/id/301/tour/38.html
2021-2022,Igor Gniecki,16.04.2002,LUK Lublin,Rozgrywający,193,93,325,,https://www.plusliga.pl/players/id/725/tour/38.html
2021-2022,Szymon Gregorowicz,07.03.1994,LUK Lublin,Libero,183,77,325,,https://www.plusliga.pl/players/id/2231/tour/38.html
2021-2022,Mateusz Jóźwik,30.05.1996,LUK Lublin,Przyjmujący,196,85,337,,https://www.plusliga.pl/players/id/1592/tour/38.html
2021-2022,Milan Katić,22.10.1993,LUK Lublin,Przyjmujący,201,99,345,,https://www.plusliga.pl/players/id/1747/tour/38.html
2021-2022,Jan Nowakowski,17.05.1994,LUK Lublin,Środkowy,202,110,360,,https://www.plusliga.pl/players/id/864/tour/38.html
2021-2022,Grzegorz Pająk,01.01.1987,LUK Lublin,Rozgrywający,196,94,349,,https://www.plusliga.pl/players/id/682/tour/38.html
2021-2022,Jakub Peszko,01.04.1992,LUK Lublin,Przyjmujący,193,93,340,,https://www.plusliga.pl/players/id/824/tour/38.html
2021-2022,Szymon Romać,01.10.1992,LUK Lublin,Atakujący,196,99,350,,https://www.plusliga.pl/players/id/2241/tour/38.html
2021-2022,Wojciech Sobala,12.05.1988,LUK Lublin,Środkowy,207,96,355,,https://www.plusliga.pl/players/id/2421/tour/38.html
2021-2022,Konrad Stajer,30.05.1994,LUK Lublin,Środkowy,200,84,350,,https://www.plusliga.pl/players/id/1191/tour/38.html
2021-2022,Jakub Strulak,12.05.2001,LUK Lublin,Środkowy,210,94,355,,https://www.plusliga.pl/players/id/834/tour/38.html
2021-2022,Jakub Wachnik,16.02.1993,LUK Lublin,Przyjmujący,202,109,349,,https://www.plusliga.pl/players/id/842/tour/38.html
2021-2022,Dustin Watten,27.10.1986,LUK Lublin,Libero,183,80,306,,https://www.plusliga.pl/players/id/548/tour/38.html
2021-2022,Wojciech Włodarczyk,28.10.1990,LUK Lublin,Przyjmujący,200,91,350,,https://www.plusliga.pl/players/id/2428/tour/38.html
2021-2022,Sebastian Adamczyk,28.02.1999,PGE Skra Bełchatów,Środkowy,208,101,351,,https://www.plusliga.pl/players/id/2151/tour/38.html
2021-2022,Aleksander Atanasijevic,04.09.1991,PGE Skra Bełchatów,Atakujący,200,92,350,,https://www.plusliga.pl/players/id/79/tour/38.html
2021-2022,Mateusz Bieniek,05.04.1994,PGE Skra Bełchatów,Środkowy,208,98,351,,https://www.plusliga.pl/players/id/1579/tour/38.html
2021-2022,Aleksander Czerwiński,12.06.2003,PGE Skra Bełchatów,Przyjmujący,198,90,342,,https://www.plusliga.pl/players/id/80/tour/38.html
2021-2022,Milad Ebadipour,17.10.1993,PGE Skra Bełchatów,Przyjmujący,196,93,348,,https://www.plusliga.pl/players/id/1745/tour/38.html
2021-2022,Karol Kłos,08.08.1989,PGE Skra Bełchatów,Środkowy,201,87,360,,https://www.plusliga.pl/players/id/1078/tour/38.html
2021-2022,Dick Kooy,03.12.1987,PGE Skra Bełchatów,Przyjmujący,202,80,360,,https://www.plusliga.pl/players/id/500/tour/38.html
2021-2022,Grzegorz Łomacz,01.10.1987,PGE Skra Bełchatów,Rozgrywający,187,81,336,,https://www.plusliga.pl/players/id/678/tour/38.html
2021-2022,Robert Milczarek,28.11.1983,PGE Skra Bełchatów,Libero,188,78,340,,https://www.plusliga.pl/players/id/2109/tour/38.html
2021-2022,Mihajlo Mitić,17.09.1990,PGE Skra Bełchatów,Rozgrywający,201,90,335,,https://www.plusliga.pl/players/id/1731/tour/38.html
2021-2022,Szymon Ostrowski,08.05.2003,PGE Skra Bełchatów,Rozgrywający,,,,,https://www.plusliga.pl/players/id/2236/tour/38.html
2021-2022,Kacper Piechocki,17.12.1995,PGE Skra Bełchatów,Libero,185,75,322,,https://www.plusliga.pl/players/id/1007/tour/38.html
2021-2022,Mikołaj Sawicki,23.11.1999,PGE Skra Bełchatów,Przyjmujący,198,111,352,,https://www.plusliga.pl/players/id/1740/tour/38.html
2021-2022,Damian Schulz,26.02.1990,PGE Skra Bełchatów,Atakujący,208,95,355,,https://www.plusliga.pl/players/id/413/tour/38.html
2021-2022,Robert Täht,15.08.1993,PGE Skra Bełchatów,Przyjmujący,191,82,351,,https://www.plusliga.pl/players/id/2112/tour/38.html
2021-2022,Jay Blankenau,27.09.1989,Projekt Warszawa,Rozgrywający,194,92,330,,https://www.plusliga.pl/players/id/888/tour/38.html
2021-2022,Jan Fornal,14.01.1995,Projekt Warszawa,Przyjmujący,191,88,345,,https://www.plusliga.pl/players/id/856/tour/38.html
2021-2022,Janusz Gałązka,26.04.1987,Projekt Warszawa,Środkowy,199,101,345,,https://www.plusliga.pl/players/id/876/tour/38.html
2021-2022,Igor Grobelny,08.06.1993,Projekt Warszawa,Przyjmujący,194,77,360,,https://www.plusliga.pl/players/id/726/tour/38.html
2021-2022,Dominik Jaglarski,20.06.1997,Projekt Warszawa,Libero,187,85,325,,https://www.plusliga.pl/players/id/515/tour/38.html
2021-2022,Rankingi,,Projekt Warszawa,,,,,,https://www.plusliga.pl/players/id/1589/tour/38.html
2021-2022,Jakub Kowalczyk,26.06.1986,Projekt Warszawa,Środkowy,200,95,350,,https://www.plusliga.pl/players/id/807/tour/38.html
2021-2022,Bartosz Kwolek,17.07.1997,Projekt Warszawa,Przyjmujący,193,90,343,,https://www.plusliga.pl/players/id/314/tour/38.html
2021-2022,Piotr Nowakowski,18.12.1987,Projekt Warszawa,Środkowy,205,101,360,,https://www.plusliga.pl/players/id/2014/tour/38.html
2021-2022,Dusan Petković,27.01.1992,Projekt Warszawa,Atakujący,202,86,352,,https://www.plusliga.pl/players/id/546/tour/38.html
2021-2022,Michał Superlak,16.11.1993,Projekt Warszawa,Atakujący,206,109,350,,https://www.plusliga.pl/players/id/1712/tour/38.html
2021-2022,Artur Szalpuk,20.03.1995,Projekt Warszawa,Przyjmujący,201,93,350,,https://www.plusliga.pl/players/id/253/tour/38.html
2021-2022,Angel Trinidad De Haro,27.03.1993,Projekt Warszawa,Rozgrywający,195,78,345,,https://www.plusliga.pl/players/id/186/tour/38.html
2021-2022,Damian Wojtaszek,07.09.1988,Projekt Warszawa,Libero,180,79,330,,https://www.plusliga.pl/players/id/419/tour/38.html
2021-2022,Andrzej Wrona,27.12.1988,Projekt Warszawa,Środkowy,206,96,366,,https://www.plusliga.pl/players/id/183/tour/38.html
2021-2022,Wassim Ben Tara,03.08.1996,PSG Stal Nysa,Atakujący,203,94,365,,https://www.plusliga.pl/players/id/2365/tour/38.html
2021-2022,Bartosz Bućko,06.01.1995,PSG Stal Nysa,Przyjmujący,195,89,341,,https://www.plusliga.pl/players/id/294/tour/38.html
2021-2022,Kamil Dembiec,07.02.1992,PSG Stal Nysa,Libero,180,73,315,,https://www.plusliga.pl/players/id/1026/tour/38.html
2021-2022,Kamil Dębski,17.10.1997,PSG Stal Nysa,Przyjmujący,198,93,342,,https://www.plusliga.pl/players/id/1027/tour/38.html
