season,player_name,birth_date,team,position,height_cm,weight_kg,spike_reach_cm,jersey_number,player_url
2011-2012,Mateusz Nożewski,28.07.1991,Asseco Resovia Rzeszów,Środkowy,200,95,345,,https://www.plusliga.pl/players/id/1607/tour/15.html
2011-2012,Łukasz Perłowski,03.04.1984,Asseco Resovia Rzeszów,Środkowy,204,95,353,,https://www.plusliga.pl/players/id/1296/tour/15.html
2011-2012,Jakub Peszko,01.04.1992,Asseco Resovia Rzeszów,Środkowy,193,93,340,,https://www.plusliga.pl/players/id/824/tour/15.html
2011-2012,Lukas Tichacek,12.01.1982,Asseco Resovia Rzeszów,Rozgrywający,193,95,335,,https://www.plusliga.pl/players/id/1273/tour/15.html
2011-2012,Janusz Gałązka,26.04.1987,AZS Politechnika Warszawska,Środkowy,199,101,345,,https://www.plusliga.pl/players/id/876/tour/15.html
2011-2012,Maciej Gorzkiewicz,16.02.1984,AZS Politechnika Warszawska,Rozgrywający,192,85,335,,https://www.plusliga.pl/players/id/1323/tour/15.html
2011-2012,Vid Jakopin,02.01.1988,AZS Politechnika Warszawska,Przyjmujący,203,103,354,,https://www.plusliga.pl/players/id/2349/tour/15.html
2011-2012,Ardo Kreek,07.08.1986,AZS Politechnika Warszawska,Środkowy,203,95,351,,https://www.plusliga.pl/players/id/225/tour/15.html
2011-2012,Maciej Krzywiecki,27.10.1989,AZS Politechnika Warszawska,Przyjmujący,190,82,340,,https://www.plusliga.pl/players/id/1332/tour/15.html
2011-2012,Paweł Mikołajczak,20.06.1988,AZS Politechnika Warszawska,Atakujący,195,96,350,,https://www.plusliga.pl/players/id/1960/tour/15.html
2011-2012,Marcin Nowak,17.10.1975,AZS Politechnika Warszawska,Środkowy,215,110,350,,https://www.plusliga.pl/players/id/1464/tour/15.html
2011-2012,Maciej Olenderek,16.10.1992,AZS Politechnika Warszawska,Libero,178,80,0,,https://www.plusliga.pl/players/id/1339/tour/15.html
2011-2012,Patrick Steuerwald,03.03.1986,AZS Politechnika Warszawska,Rozgrywający,180,78,325,,https://www.plusliga.pl/players/id/1895/tour/15.html
2011-2012,Grzegorz Szymański,12.07.1978,AZS Politechnika Warszawska,Atakujący,202,94,345,,https://www.plusliga.pl/players/id/686/tour/15.html
2011-2012,Krzysztof Wierzbowski,18.07.1988,AZS Politechnika Warszawska,Przyjmujący,197,88,340,,https://www.plusliga.pl/players/id/1235/tour/15.html
2011-2012,Damian Wojtaszek,07.09.1988,AZS Politechnika Warszawska,Libero,180,79,330,,https://www.plusliga.pl/players/id/419/tour/15.html
2011-2012,Maciej Zajder,31.01.1988,AZS Politechnika Warszawska,Środkowy,202,100,345,,https://www.plusliga.pl/players/id/1355/tour/15.html
2011-2012,Wojciech Żaliński,08.01.1988,AZS Politechnika Warszawska,Przyjmujący,195,100,345,,https://www.plusliga.pl/players/id/2429/tour/15.html
2011-2012,Stephane Antiga,03.02.1976,Delecta Bydgoszcz,Przyjmujący,200,100,344,,https://www.plusliga.pl/players/id/2215/tour/15.html
2011-2012,Tomasz Bonisławski,22.01.1991,Delecta Bydgoszcz,Libero,188,92,315,,https://www.plusliga.pl/players/id/2277/tour/15.html
2011-2012,Michal Cerven,16.12.1977,Delecta Bydgoszcz,Środkowy,205,105,350,,https://www.plusliga.pl/players/id/1656/tour/15.html
2011-2012,Michał Dębiec,29.03.1984,Delecta Bydgoszcz,Libero,183,78,315,,https://www.plusliga.pl/players/id/1667/tour/15.html
2011-2012,Wojciech Gradowski,14.11.1980,Delecta Bydgoszcz,Przyjmujący,191,91,335,,https://www.plusliga.pl/players/id/2406/tour/15.html
2011-2012,Wojciech Jurkiewicz,21.06.1977,Delecta Bydgoszcz,Środkowy,205,100,350,,https://www.plusliga.pl/players/id/2408/tour/15.html
2011-2012,Dawid Konarski,31.08.1989,Delecta Bydgoszcz,Atakujący,198,101,355,,https://www.plusliga.pl/players/id/472/tour/15.html
2011-2012,Piotr Lipiński,04.01.1979,Delecta Bydgoszcz,Rozgrywający,195,91,330,,https://www.plusliga.pl/players/id/2008/tour/15.html
2011-2012,Michal Masny,14.08.1979,Delecta Bydgoszcz,Rozgrywający,182,73,325,,https://www.plusliga.pl/players/id/1658/tour/15.html
2011-2012,Rafał Obermeler,27.06.1992,Delecta Bydgoszcz,Środkowy,200,101,342,,https://www.plusliga.pl/players/id/2078/tour/15.html
2011-2012,Łukasz Owczarz,29.03.1990,Delecta Bydgoszcz,Atakujący,195,88,346,,https://www.plusliga.pl/players/id/1295/tour/15.html
2011-2012,Piotr Sieńko,08.12.1993,Delecta Bydgoszcz,Rozgrywający,196,104,333,,https://www.plusliga.pl/players/id/2018/tour/15.html
2011-2012,Antti Siltala,14.03.1984,Delecta Bydgoszcz,Przyjmujący,192,92,328,,https://www.plusliga.pl/players/id/224/tour/15.html
2011-2012,Marcin Waliński,24.10.1990,Delecta Bydgoszcz,Przyjmujący,194,100,330,,https://www.plusliga.pl/players/id/1470/tour/15.html
2011-2012,Marcin Wika,09.11.1983,Delecta Bydgoszcz,Przyjmujący,194,97,340,,https://www.plusliga.pl/players/id/1471/tour/15.html
2011-2012,Andrzej Wrona,27.12.1988,Delecta Bydgoszcz,Środkowy,206,96,366,,https://www.plusliga.pl/players/id/183/tour/15.html
2011-2012,Rafał Buszek,28.04.1987,Fart Kielce,Przyjmujący,196,88,345,,https://www.plusliga.pl/players/id/2065/tour/15.html
2011-2012,Tomasz Drzyzga,09.10.1985,Fart Kielce,Przyjmujący,188,85,335,,https://www.plusliga.pl/players/id/2280/tour/15.html
2011-2012,Sławomir Jungiewicz,21.06.1989,Fart Kielce,Atakujący,196,95,360,,https://www.plusliga.pl/players/id/2189/tour/15.html
2011-2012,Adam Kamiński,27.05.1984,Fart Kielce,Środkowy,204,90,355,,https://www.plusliga.pl/players/id/7/tour/15.html
2011-2012,Xavier Kapfer,07.11.1981,Fart Kielce,Przyjmujący,191,96,354,,https://www.plusliga.pl/players/id/2431/tour/15.html
2011-2012,Grzegorz Kokociński,18.09.1981,Fart Kielce,Środkowy,196,90,340,,https://www.plusliga.pl/players/id/672/tour/15.html
2011-2012,Michał Kozłowski,16.02.1985,Fart Kielce,Rozgrywający,191,88,325,,https://www.plusliga.pl/players/id/1687/tour/15.html
2011-2012,Jan Król,23.08.1989,Fart Kielce,Atakujący,197,98,343,,https://www.plusliga.pl/players/id/862/tour/15.html
2011-2012,Marcus Nilsson,07.10.1982,Fart Kielce,Atakujący,206,100,365,,https://www.plusliga.pl/players/id/1477/tour/15.html
2011-2012,Maciej Pawliński,02.02.1983,Fart Kielce,Przyjmujący,193,93,340,,https://www.plusliga.pl/players/id/1343/tour/15.html
2011-2012,Pierre Pujol,13.07.1984,Fart Kielce,Rozgrywający,186,90,335,,https://www.plusliga.pl/players/id/1991/tour/15.html
2011-2012,Rafał Sokołowski,19.01.1989,Fart Kielce,Środkowy,206,100,345,,https://www.plusliga.pl/players/id/2083/tour/15.html
2011-2012,Adrian Staszewski,31.05.1990,Fart Kielce,Przyjmujący,196,102,340,,https://www.plusliga.pl/players/id/42/tour/15.html
2011-2012,Adam Swaczyna,04.05.1989,Fart Kielce,Libero,176,74,320,,https://www.plusliga.pl/players/id/21/tour/15.html
2011-2012,Miłosz Zniszczoł,02.07.1986,Fart Kielce,Środkowy,201,100,345,,https://www.plusliga.pl/players/id/1760/tour/15.html
2011-2012,Michał Żurek,03.06.1988,Fart Kielce,Libero,181,81,320,,https://www.plusliga.pl/players/id/1725/tour/15.html
2011-2012,Metodi Ananiev,17.02.1986,Indykpol AZS Olsztyn,Przyjmujący,203,100,355,,https://www.plusliga.pl/players/id/1649/tour/15.html
2011-2012,Damian Boruch,14.12.1989,Indykpol AZS Olsztyn,Środkowy,209,99,349,,https://www.plusliga.pl/players/id/400/tour/15.html
2011-2012,Wojciech Ferens,05.04.1991,Indykpol AZS Olsztyn,Przyjmujący,195,96,355,,https://www.plusliga.pl/players/id/2405/tour/15.html
2011-2012,Mariusz Gaca,20.01.1984,Indykpol AZS Olsztyn,Środkowy,200,96,342,,https://www.plusliga.pl/players/id/1509/tour/15.html
2011-2012,Dawid Gunia,01.01.1987,Indykpol AZS Olsztyn,Środkowy,203,101,348,,https://www.plusliga.pl/players/id/471/tour/15.html
2011-2012,Piotr Hain,26.02.1991,Indykpol AZS Olsztyn,Środkowy,208,105,350,,https://www.plusliga.pl/players/id/2002/tour/15.html
2011-2012,Guillermo Hernan,25.07.1982,Indykpol AZS Olsztyn,Rozgrywający,182,73,335,,https://www.plusliga.pl/players/id/693/tour/15.html
2011-2012,Łukasz Kadziewicz,20.09.1980,Indykpol AZS Olsztyn,Środkowy,206,0,350,,https://www.plusliga.pl/players/id/1282/tour/15.html
2011-2012,Bartosz Krzysiek,19.02.1990,Indykpol AZS Olsztyn,Atakujący,207,98,361,,https://www.plusliga.pl/players/id/312/tour/15.html
2011-2012,Piotr Łukasik,11.07.1994,Indykpol AZS Olsztyn,Środkowy,208,112,350,,https://www.plusliga.pl/players/id/2010/tour/15.html
2011-2012,Bartosz Mariański,26.05.1992,Indykpol AZS Olsztyn,Libero,187,81,315,,https://www.plusliga.pl/players/id/318/tour/15.html
2011-2012,Marcin Mierzejewski,04.01.1982,Indykpol AZS Olsztyn,Libero,0,0,0,,https://www.plusliga.pl/players/id/1462/tour/15.html
2011-2012,,,Indykpol AZS Olsztyn,,,,,,https://www.plusliga.pl/players/id/1967/tour/15.html
2011-2012,Andrzej Stelmach,15.08.1972,Indykpol AZS Olsztyn,Rozgrywający,200,97,336,,https://www.plusliga.pl/players/id/181/tour/15.html
2011-2012,Jakub Urbanowicz,14.08.1993,Indykpol AZS Olsztyn,Przyjmujący,203,86,360,,https://www.plusliga.pl/players/id/840/tour/15.html
2011-2012,Wojciech Winnik,05.10.1984,Indykpol AZS Olsztyn,Atakujący,194,90,335,,https://www.plusliga.pl/players/id/2427/tour/15.html
2011-2012,Igor Yudin,17.06.1987,Indykpol AZS Olsztyn,Atakujący,198,80,343,,https://www.plusliga.pl/players/id/737/tour/15.html
2011-2012,Zbigniew Bartman,04.05.1987,Jastrzębski Węgiel,Przyjmujący,198,97,363,,https://www.plusliga.pl/players/id/2446/tour/15.html
2011-2012,Johannes Bontje,12.05.1981,Jastrzębski Węgiel,Środkowy,206,94,366,,https://www.plusliga.pl/players/id/931/tour/15.html
2011-2012,Luciano Bozko,24.11.1978,Jastrzębski Węgiel,Przyjmujący,198,90,347,,https://www.plusliga.pl/players/id/1264/tour/15.html
2011-2012,Bartosz Gawryszewski,22.08.1985,Jastrzębski Węgiel,Środkowy,202,89,248,,https://www.plusliga.pl/players/id/304/tour/15.html
2011-2012,Russell Holmes,01.07.1982,Jastrzębski Węgiel,Środkowy,205,95,352,,https://www.plusliga.pl/players/id/2130/tour/15.html
2011-2012,Michał Kubiak,23.02.1988,Jastrzębski Węgiel,Przyjmujący,192,87,340,,https://www.plusliga.pl/players/id/1691/tour/15.html
2011-2012,Michał Łasko,11.03.1981,Jastrzębski Węgiel,Atakujący,202,98,365,,https://www.plusliga.pl/players/id/1694/tour/15.html
2011-2012,Mateusz Malinowski,06.05.1992,Jastrzębski Węgiel,Atakujący,197,99,349,,https://www.plusliga.pl/players/id/1603/tour/15.html
2011-2012,Raphael Margarido,28.04.1983,Jastrzębski Węgiel,Rozgrywający,186,86,315,,https://www.plusliga.pl/players/id/2086/tour/15.html
2011-2012,Ashlei Nemer,26.11.1980,Jastrzębski Węgiel,Przyjmujący,192,90,343,,https://www.plusliga.pl/players/id/258/tour/15.html
2011-2012,Łukasz Polański,29.01.1989,Jastrzębski Węgiel,Środkowy,205,94,352,,https://www.plusliga.pl/players/id/1298/tour/15.html
2011-2012,Paweł Rusek,21.01.1983,Jastrzębski Węgiel,Libero,183,76,315,,https://www.plusliga.pl/players/id/1966/tour/15.html
2011-2012,Bartosz Sufa,11.08.1987,Jastrzębski Węgiel,Libero,186,85,325,,https://www.plusliga.pl/players/id/326/tour/15.html
2011-2012,Brian Thorton,22.04.1985,Jastrzębski Węgiel,Rozgrywający,190,83,327,,https://www.plusliga.pl/players/id/364/tour/15.html
2011-2012,Tiago Violas,27.03.1989,Jastrzębski Węgiel,Rozgrywający,193,85,326,,https://www.plusliga.pl/players/id/2265/tour/15.html
2011-2012,Artur Augustyn,06.01.1983,Lotos Trefl Gdańsk,Środkowy,197,99,350,,https://www.plusliga.pl/players/id/241/tour/15.html
2011-2012,Kacper Gajowczyk,22.03.1993,Lotos Trefl Gdańsk,Przyjmujący,204,105,348,,https://www.plusliga.pl/players/id/998/tour/15.html
2011-2012,Matti Hietanen,03.01.1983,Lotos Trefl Gdańsk,Przyjmujący,199,92,345,,https://www.plusliga.pl/players/id/1636/tour/15.html
2011-2012,Bartosz Kaczmarek,17.01.1991,Lotos Trefl Gdańsk,Libero,184,89,325,,https://www.plusliga.pl/players/id/308/tour/15.html
2011-2012,Michał Kaczmarek,26.12.1984,Lotos Trefl Gdańsk,Środkowy,200,103,340,,https://www.plusliga.pl/players/id/1680/tour/15.html
2011-2012,Grzegorz Łomacz,01.10.1987,Lotos Trefl Gdańsk,Rozgrywający,187,81,336,,https://www.plusliga.pl/players/id/678/tour/15.html
2011-2012,Mikko Oivanen,26.05.1986,Lotos Trefl Gdańsk,Atakujący,198,92,360,,https://www.plusliga.pl/players/id/1733/tour/15.html
2011-2012,Bartosz Pietruczuk,26.02.1993,Lotos Trefl Gdańsk,Przyjmujący,197,93,353,,https://www.plusliga.pl/players/id/322/tour/15.html
2011-2012,Artur Ratajczak,18.09.1990,Lotos Trefl Gdańsk,Środkowy,206,94,354,,https://www.plusliga.pl/players/id/250/tour/15.html
2011-2012,Wojciech Serafin,20.06.1978,Lotos Trefl Gdańsk,Libero,194,87,340,,https://www.plusliga.pl/players/id/2419/tour/15.html
2011-2012,Rafał Sobański,10.08.1991,Lotos Trefl Gdańsk,Przyjmujący,195,93,350,,https://www.plusliga.pl/players/id/2082/tour/15.html
2011-2012,Patryk Szczurek,06.02.1991,Lotos Trefl Gdańsk,Rozgrywający,193,90,335,,https://www.plusliga.pl/players/id/1914/tour/15.html
2011-2012,Waldemar Świrydowicz,18.12.1986,Lotos Trefl Gdańsk,Środkowy,205,100,345,,https://www.plusliga.pl/players/id/2364/tour/15.html
2011-2012,Mateusz Urbanowicz,27.04.1992,Lotos Trefl Gdańsk,Atakujący,203,90,346,,https://www.plusliga.pl/players/id/1624/tour/15.html
2011-2012,Dmitro Vdovin,05.09.1982,Lotos Trefl Gdańsk,Przyjmujący,207,100,345,,https://www.plusliga.pl/players/id/504/tour/15.html
2011-2012,Daniel Wilk,04.08.1982,Lotos Trefl Gdańsk,Atakujący,199,91,345,,https://www.plusliga.pl/players/id/438/tour/15.html
2011-2012,Maciej Wołosz,29.01.1982,Lotos Trefl Gdańsk,Przyjmujący,198,98,335,,https://www.plusliga.pl/players/id/1351/tour/15.html
2011-2012,Sławomir Zemlik,03.11.1992,Lotos Trefl Gdańsk,Przyjmujący,200,87,332,,https://www.plusliga.pl/players/id/2195/tour/15.html
2011-2012,Aleksander Atanasijevic,04.09.1991,PGE Skra Bełchatów,Atakujący,200,92,350,,https://www.plusliga.pl/players/id/79/tour/15.html
2011-2012,Michał Bąkiewicz,22.03.1981,PGE Skra Bełchatów,Przyjmujący,197,93,339,,https://www.plusliga.pl/players/id/1661/tour/15.html
2011-2012,Bartosz Cedzyński,20.12.1990,PGE Skra Bełchatów,Przyjmujący,211,103,350,,https://www.plusliga.pl/players/id/296/tour/15.html
2011-2012,Konstantin Cupkovic,02.01.1987,PGE Skra Bełchatów,Przyjmujący,205,89,360,,https://www.plusliga.pl/players/id/1195/tour/15.html
2011-2012,Miguel Angel Falasca,29.04.1973,PGE Skra Bełchatów,Rozgrywający,194,94,344,,https://www.plusliga.pl/players/id/1730/tour/15.html
2011-2012,Marcin Janusz,31.07.1994,PGE Skra Bełchatów,Rozgrywający,195,93,326,,https://www.plusliga.pl/players/id/1443/tour/15.html
2011-2012,Karol Kłos,08.08.1989,PGE Skra Bełchatów,Środkowy,201,87,360,,https://www.plusliga.pl/players/id/1078/tour/15.html
2011-2012,Wytze Kooistra,03.06.1982,PGE Skra Bełchatów,Środkowy,209,102,360,,https://www.plusliga.pl/players/id/2430/tour/15.html
2011-2012,Bartosz Kurek,29.08.1988,PGE Skra Bełchatów,Przyjmujący,205,100,375,,https://www.plusliga.pl/players/id/313/tour/15.html
2011-2012,Robert Milczarek,28.11.1983,PGE Skra Bełchatów,Libero,188,78,340,,https://www.plusliga.pl/players/id/2109/tour/15.html
2011-2012,Marcin Możdżonek,09.02.1985,PGE Skra Bełchatów,Środkowy,211,104,360,,https://www.plusliga.pl/players/id/1463/tour/15.html
2011-2012,Daniel Pliński,10.12.1978,PGE Skra Bełchatów,Środkowy,204,100,330,,https://www.plusliga.pl/players/id/435/tour/15.html
2011-2012,Damian Wdowiak,04.05.1992,PGE Skra Bełchatów,Atakujący,198,92,345,,https://www.plusliga.pl/players/id/417/tour/15.html
2011-2012,Michał Winiarski,28.09.1983,PGE Skra Bełchatów,Przyjmujący,200,82,345,,https://www.plusliga.pl/players/id/1720/tour/15.html
2011-2012,Mariusz Wlazły,04.08.1983,PGE Skra Bełchatów,Atakujący,194,80,365,,https://www.plusliga.pl/players/id/1522/tour/15.html
2011-2012,Paweł Woicki,19.06.1983,PGE Skra Bełchatów,Rozgrywający,182,84,315,,https://www.plusliga.pl/players/id/1974/tour/15.html
2011-2012,Paweł Zatorski,21.06.1990,PGE Skra Bełchatów,Libero,184,73,328,,https://www.plusliga.pl/players/id/1977/tour/15.html
2011-2012,Jakub Bik,17.02.1992,Tytan AZS Częstochowa,Libero,183,76,310,,https://www.plusliga.pl/players/id/779/tour/15.html
2011-2012,Fabian Drzyzga,03.01.1990,Tytan AZS Częstochowa,Rozgrywający,196,95,343,,https://www.plusliga.pl/players/id/602/tour/15.html
2011-2012,Krzysztof Gierczyński,23.01.1976,Tytan AZS Częstochowa,Przyjmujący,193,87,335,,https://www.plusliga.pl/players/id/1212/tour/15.html
2011-2012,Miłosz Hebda,11.03.1991,Tytan AZS Częstochowa,Atakujący,206,89,350,,https://www.plusliga.pl/players/id/1756/tour/15.html
2011-2012,Adrian Hunek,28.10.1985,Tytan AZS Częstochowa,Środkowy,202,95,345,,https://www.plusliga.pl/players/id/31/tour/15.html
2011-2012,Bartosz Janeczek,12.07.1987,Tytan AZS Częstochowa,Atakujący,198,88,355,,https://www.plusliga.pl/players/id/306/tour/15.html
2011-2012,Michał Kaczyński,06.02.1993,Tytan AZS Częstochowa,Przyjmujący,200,87,350,,https://www.plusliga.pl/players/id/1681/tour/15.html
2011-2012,Michał Kamiński,29.07.1997,Tytan AZS Częstochowa,Atakujący,210,117,359,,https://www.plusliga.pl/players/id/1682/tour/15.html
2011-2012,Kamil Lewiński,21.05.1992,Tytan AZS Częstochowa,Atakujący,200,83,355,,https://www.plusliga.pl/players/id/1041/tour/15.html
2011-2012,Dawid Murek,24.07.1977,Tytan AZS Częstochowa,Przyjmujący,195,100,337,,https://www.plusliga.pl/players/id/476/tour/15.html
2011-2012,Jakub Oczko,27.12.1981,Tytan AZS Częstochowa,Rozgrywający,193,88,333,,https://www.plusliga.pl/players/id/822/tour/15.html
2011-2012,Wojciech Sobala,12.05.1988,Tytan AZS Częstochowa,Środkowy,207,96,355,,https://www.plusliga.pl/players/id/2421/tour/15.html
2011-2012,Adrian Stańczak,17.02.1987,Tytan AZS Częstochowa,Libero,185,83,0,,https://www.plusliga.pl/players/id/41/tour/15.html
2011-2012,Łukasz Wiśniewski,03.02.1989,Tytan AZS Częstochowa,Środkowy,198,104,343,,https://www.plusliga.pl/players/id/1309/tour/15.html
2011-2012,Patryk Czarnowski,01.11.1985,Tytan AZS Częstochowa,Środkowy,204,98,365,,https://www.plusliga.pl/players/id/1903/tour/15.html
2011-2012,Piotr Gacek,16.09.1978,Tytan AZS Częstochowa,Libero,185,80,0,,https://www.plusliga.pl/players/id/2000/tour/15.html
2011-2012,Jurij Gladyr,08.07.1984,Tytan AZS Częstochowa,Środkowy,202,96,360,,https://www.plusliga.pl/players/id/982/tour/15.html
2011-2012,Serhiy Kapelus,22.10.1982,Tytan AZS Częstochowa,Przyjmujący,191,86,345,,https://www.plusliga.pl/players/id/2165/tour/15.html
2011-2012,Wojciech Kaźmierczak,11.06.1982,Tytan AZS Częstochowa,Środkowy,198,96,333,,https://www.plusliga.pl/players/id/2409/tour/15.html
2011-2012,Grzegorz Pilarz,12.02.1980,Tytan AZS Częstochowa,Rozgrywający,188,80,320,,https://www.plusliga.pl/players/id/684/tour/15.html
2011-2012,Jiri Popelka,11.05.1977,Tytan AZS Częstochowa,Przyjmujący,204,98,352,,https://www.plusliga.pl/players/id/911/tour/15.html
2011-2012,Antonin Rouzier,18.08.1986,Tytan AZS Częstochowa,Atakujący,201,97,350,,https://www.plusliga.pl/players/id/223/tour/15.html
2011-2012,Michał Ruciak,22.08.1983,Tytan AZS Częstochowa,Przyjmujący,190,82,336,,https://www.plusliga.pl/players/id/1709/tour/15.html
2011-2012,Guillaume Samica,28.09.1981,Tytan AZS Częstochowa,Przyjmujący,197,88,350,,https://www.plusliga.pl/players/id/692/tour/15.html
2011-2012,Sebastian Świderski,26.06.1977,Tytan AZS Częstochowa,Przyjmujący,193,93,345,,https://www.plusliga.pl/players/id/2161/tour/15.html
2011-2012,Sebastian Warda,18.01.1989,Tytan AZS Częstochowa,Środkowy,204,104,355,,https://www.plusliga.pl/players/id/2163/tour/15.html
2011-2012,Dominik Witczak,02.01.1983,Tytan AZS Częstochowa,Atakujący,198,105,340,,https://www.plusliga.pl/players/id/523/tour/15.html
2011-2012,Paweł Zagumny,18.10.1977,Tytan AZS Częstochowa,Rozgrywający,200,90,330,,https://www.plusliga.pl/players/id/1976/tour/15.html
