season,player_name,birth_date,team,position,height_cm,weight_kg,spike_reach_cm,jersey_number,player_url
2018-2019,Rafał Buszek,28.04.1987,Asseco Resovia Rzeszów,Przyjmujący,196,88,345,,https://www.plusliga.pl/players/id/2065/tour/29.html
2018-2019,Maciej Czyrek,17.12.2000,Asseco Resovia Rzeszów,Libero,183,79,315,,https://www.plusliga.pl/players/id/1319/tour/29.html
2018-2019,Rankingi,,Asseco Resovia Rzeszów,,,,,,https://www.plusliga.pl/players/id/467/tour/29.html
2018-2019,Kamil Drzazga,11.09.2000,Asseco Resovia Rzeszów,Środkowy,210,100,350,,https://www.plusliga.pl/players/id/1030/tour/29.html
2018-2019,Jakub Jarosz,10.02.1987,Asseco Resovia Rzeszów,Atakujący,197,90,355,,https://www.plusliga.pl/players/id/798/tour/29.html
2018-2019,Łukasz Kozub,03.11.1997,Asseco Resovia Rzeszów,Rozgrywający,186,86,320,,https://www.plusliga.pl/players/id/1285/tour/29.html
2018-2019,Jakub Krzystanek,25.01.2000,Asseco Resovia Rzeszów,Przyjmujący,191,90,333,,https://www.plusliga.pl/players/id/810/tour/29.html
2018-2019,Bartłomiej Lemański,19.03.1996,Asseco Resovia Rzeszów,Środkowy,217,105,365,,https://www.plusliga.pl/players/id/279/tour/29.html
2018-2019,Mateusz Masłowski,13.06.1997,Asseco Resovia Rzeszów,Libero,185,80,333,,https://www.plusliga.pl/players/id/1604/tour/29.html
2018-2019,Mateusz Mika,21.01.1991,Asseco Resovia Rzeszów,Przyjmujący,207,85,354,,https://www.plusliga.pl/players/id/1605/tour/29.html
2018-2019,Marcin Możdżonek,09.02.1985,Asseco Resovia Rzeszów,Środkowy,211,104,360,,https://www.plusliga.pl/players/id/1463/tour/29.html
2018-2019,Mikołaj Olejnik,21.11.2000,Asseco Resovia Rzeszów,Przyjmujący,200,89,365,,https://www.plusliga.pl/players/id/1738/tour/29.html
2018-2019,Łukasz Perłowski,03.04.1984,Asseco Resovia Rzeszów,Środkowy,204,95,353,,https://www.plusliga.pl/players/id/1296/tour/29.html
2018-2019,Luke Perry,20.11.1995,Asseco Resovia Rzeszów,Libero,182,75,335,,https://www.plusliga.pl/players/id/1275/tour/29.html
2018-2019,Rafael Redwitz,12.08.1980,Asseco Resovia Rzeszów,Rozgrywający,188,85,330,,https://www.plusliga.pl/players/id/2062/tour/29.html
2018-2019,Thibault Rossard,28.08.1993,Asseco Resovia Rzeszów,Przyjmujący,194,85,350,,https://www.plusliga.pl/players/id/2261/tour/29.html
2018-2019,Damian Schulz,26.02.1990,Asseco Resovia Rzeszów,Atakujący,208,95,355,,https://www.plusliga.pl/players/id/413/tour/29.html
2018-2019,Kawika Shoji,11.11.1987,Asseco Resovia Rzeszów,Rozgrywający,190,79,330,,https://www.plusliga.pl/players/id/1143/tour/29.html
2018-2019,David Smith,15.05.1985,Asseco Resovia Rzeszów,Środkowy,195,92,350,,https://www.plusliga.pl/players/id/462/tour/29.html
2018-2019,Nicolas Szerszeń,31.12.1996,Asseco Resovia Rzeszów,Przyjmujący,195,96,343,,https://www.plusliga.pl/players/id/1826/tour/29.html
2018-2019,Jakub Wilkowski,15.03.2000,Asseco Resovia Rzeszów,Rozgrywający,197,88,334,,https://www.plusliga.pl/players/id/844/tour/29.html
2018-2019,Michał Filip,31.08.1994,Cerrad Czarni Radom,Atakujący,197,100,345,,https://www.plusliga.pl/players/id/1668/tour/29.html
2018-2019,Tomasz Fornal,31.08.1997,Cerrad Czarni Radom,Przyjmujący,198,92,340,,https://www.plusliga.pl/players/id/2281/tour/29.html
2018-2019,Reto Giger,05.08.1991,Cerrad Czarni Radom,Rozgrywający,195,86,345,,https://www.plusliga.pl/players/id/2096/tour/29.html
2018-2019,Profil,,Cerrad Czarni Radom,,,,,,https://www.plusliga.pl/players/id/1848/tour/29.html
2018-2019,Kamil Kwasowski,13.09.1990,Cerrad Czarni Radom,Przyjmujący,199,85,345,,https://www.plusliga.pl/players/id/1039/tour/29.html
2018-2019,Michał Ostrowski,29.03.1990,Cerrad Czarni Radom,Środkowy,203,96,345,,https://www.plusliga.pl/players/id/1703/tour/29.html
2018-2019,Alen Pajenk,23.04.1986,Cerrad Czarni Radom,Środkowy,203,94,352,,https://www.plusliga.pl/players/id/121/tour/29.html
2018-2019,Michał Ruciak,22.08.1983,Cerrad Czarni Radom,Libero,190,82,336,,https://www.plusliga.pl/players/id/1709/tour/29.html
2018-2019,Jakub Rybicki,01.11.1998,Cerrad Czarni Radom,Przyjmujący,196,84,350,,https://www.plusliga.pl/players/id/829/tour/29.html
2018-2019,Dejan Vincic,15.09.1986,Cerrad Czarni Radom,Rozgrywający,202,95,343,,https://www.plusliga.pl/players/id/492/tour/29.html
2018-2019,Kacper Wasilewski,04.01.1998,Cerrad Czarni Radom,Libero,191,80,315,,https://www.plusliga.pl/players/id/1015/tour/29.html
2018-2019,Maksim Zhigalov,26.07.1989,Cerrad Czarni Radom,Atakujący,201,85,350,,https://www.plusliga.pl/players/id/1398/tour/29.html
2018-2019,Wojciech Żaliński,08.01.1988,Cerrad Czarni Radom,Przyjmujący,195,100,345,,https://www.plusliga.pl/players/id/2429/tour/29.html
2018-2019,Patryk Akala,12.10.1988,Chemik Bydgoszcz,Środkowy,201,100,354,,https://www.plusliga.pl/players/id/1901/tour/29.html
2018-2019,Kacper Bobrowski,08.10.1997,Chemik Bydgoszcz,Libero,190,94,330,,https://www.plusliga.pl/players/id/996/tour/29.html
2018-2019,Paweł Cieślik,18.03.2000,Chemik Bydgoszcz,Rozgrywający,197,90,360,,https://www.plusliga.pl/players/id/1951/tour/29.html
2018-2019,Bartosz Filipiak,27.02.1994,Chemik Bydgoszcz,Atakujący,197,95,350,,https://www.plusliga.pl/players/id/301/tour/29.html
2018-2019,Paweł Gryc,09.01.1996,Chemik Bydgoszcz,Przyjmujący,207,114,350,,https://www.plusliga.pl/players/id/1953/tour/29.html
2018-2019,Marcin Karakuła,23.12.1998,Chemik Bydgoszcz,Rozgrywający,189,83,332,,https://www.plusliga.pl/players/id/1447/tour/29.html
2018-2019,Nikola Kovacević,14.02.1983,Chemik Bydgoszcz,Przyjmujący,191,80,345,,https://www.plusliga.pl/players/id/1835/tour/29.html
2018-2019,Adam Kowalski,16.09.1994,Chemik Bydgoszcz,Libero,180,75,325,,https://www.plusliga.pl/players/id/9/tour/29.html
2018-2019,Jan Lesiuk,07.06.1996,Chemik Bydgoszcz,Przyjmujący,190,88,346,,https://www.plusliga.pl/players/id/863/tour/29.html
2018-2019,Bartłomiej Lipiński,16.11.1996,Chemik Bydgoszcz,Przyjmujący,201,102,350,,https://www.plusliga.pl/players/id/280/tour/29.html
2018-2019,Raphael Margarido,28.04.1983,Chemik Bydgoszcz,Rozgrywający,186,86,315,,https://www.plusliga.pl/players/id/2086/tour/29.html
2018-2019,Maksim Morozau,29.05.1989,Chemik Bydgoszcz,Środkowy,206,103,352,,https://www.plusliga.pl/players/id/1397/tour/29.html
2018-2019,Piotr Sieńko,08.12.1993,Chemik Bydgoszcz,Rozgrywający,196,104,333,,https://www.plusliga.pl/players/id/2018/tour/29.html
2018-2019,Mateusz Siwicki,23.07.1996,Chemik Bydgoszcz,Środkowy,200,87,350,,https://www.plusliga.pl/players/id/1619/tour/29.html
2018-2019,Mateusz Witek,22.05.1999,Chemik Bydgoszcz,Atakujący,203,80,360,,https://www.plusliga.pl/players/id/1626/tour/29.html
2018-2019,Filip Biegun,21.05.1996,Cuprum Lubin,Przyjmujący,200,90,340,,https://www.plusliga.pl/players/id/617/tour/29.html
2018-2019,Damian Boruch,14.12.1989,Cuprum Lubin,Środkowy,209,99,349,,https://www.plusliga.pl/players/id/400/tour/29.html
2018-2019,Maciej Gorzkiewicz,16.02.1984,Cuprum Lubin,Rozgrywający,192,85,335,,https://www.plusliga.pl/players/id/1323/tour/29.html
2018-2019,Igor Grobelny,08.06.1993,Cuprum Lubin,Przyjmujący,194,77,360,,https://www.plusliga.pl/players/id/726/tour/29.html
2018-2019,Jędrzej Gruszczyński,13.11.1997,Cuprum Lubin,Libero,186,84,335,,https://www.plusliga.pl/players/id/904/tour/29.html
2018-2019,Bartosz Makoś,01.08.1998,Cuprum Lubin,Libero,176,79,315,,https://www.plusliga.pl/players/id/316/tour/29.html
2018-2019,Mariusz Marcyniak,05.03.1992,Cuprum Lubin,Środkowy,206,103,346,,https://www.plusliga.pl/players/id/1514/tour/29.html
2018-2019,Adrian Patucha,25.06.1983,Cuprum Lubin,Atakujący,196,96,345,,https://www.plusliga.pl/players/id/37/tour/29.html
2018-2019,Luke Smith,30.08.1990,Cuprum Lubin,Przyjmujący,204,95,360,,https://www.plusliga.pl/players/id/1276/tour/29.html
2018-2019,Przemysław Smoliński,27.11.1992,Cuprum Lubin,Środkowy,201,95,345,,https://www.plusliga.pl/players/id/2039/tour/29.html
2018-2019,Kert Toobal,03.06.1979,Cuprum Lubin,Rozgrywający,189,77,345,,https://www.plusliga.pl/players/id/1146/tour/29.html
2018-2019,Jakub Wachnik,16.02.1993,Cuprum Lubin,Przyjmujący,202,109,349,,https://www.plusliga.pl/players/id/842/tour/29.html
2018-2019,Masahiro Yanagida,06.07.1992,Cuprum Lubin,Przyjmujący,187,81,335,,https://www.plusliga.pl/players/id/1572/tour/29.html
2018-2019,Bartłomiej Zawalski,13.02.1999,Cuprum Lubin,Środkowy,204,98,344,,https://www.plusliga.pl/players/id/290/tour/29.html
2018-2019,Jakub Ziobrowski,23.01.1997,Cuprum Lubin,Atakujący,202,102,350,,https://www.plusliga.pl/players/id/851/tour/29.html
2018-2019,Karol Butryn,18.06.1993,GKS Katowice,Atakujący,193,102,320,,https://www.plusliga.pl/players/id/1071/tour/29.html
2018-2019,Dominik Depowski,27.10.1995,GKS Katowice,Przyjmujący,200,95,348,,https://www.plusliga.pl/players/id/514/tour/29.html
2018-2019,Maciej Fijałek,07.08.1982,GKS Katowice,Rozgrywający,186,85,315,,https://www.plusliga.pl/players/id/1322/tour/29.html
2018-2019,Emanuel Kohut,21.07.1982,GKS Katowice,Środkowy,204,101,350,,https://www.plusliga.pl/players/id/567/tour/29.html
2018-2019,Marcin Komenda,24.05.1996,GKS Katowice,Rozgrywający,198,92,345,,https://www.plusliga.pl/players/id/1453/tour/29.html
2018-2019,Bartłomiej Krulicki,15.09.1993,GKS Katowice,Środkowy,205,104,350,,https://www.plusliga.pl/players/id/278/tour/29.html
2018-2019,Bartosz Krzysiek,19.02.1990,GKS Katowice,Atakujący,207,98,361,,https://www.plusliga.pl/players/id/312/tour/29.html
2018-2019,Bartosz Mariański,26.05.1992,GKS Katowice,Libero,187,81,315,,https://www.plusliga.pl/players/id/318/tour/29.html
2018-2019,Dawid Ogórek,30.07.1990,GKS Katowice,Libero,184,80,343,,https://www.plusliga.pl/players/id/478/tour/29.html
2018-2019,Gonzalo Quiroga,25.02.1993,GKS Katowice,Przyjmujący,192,86,345,,https://www.plusliga.pl/players/id/660/tour/29.html
2018-2019,Tomas Rousseaux,31.03.1994,GKS Katowice,Przyjmujący,199,90,360,,https://www.plusliga.pl/players/id/2274/tour/29.html
2018-2019,Wojciech Sobala,12.05.1988,GKS Katowice,Środkowy,207,96,355,,https://www.plusliga.pl/players/id/2421/tour/29.html
2018-2019,Rafał Sobański,10.08.1991,GKS Katowice,Przyjmujący,195,93,350,,https://www.plusliga.pl/players/id/2082/tour/29.html
2018-2019,Dawid Woch,16.05.1997,GKS Katowice,Środkowy,200,90,350,,https://www.plusliga.pl/players/id/487/tour/29.html
2018-2019,Robbert Andringa,28.10.1990,Indykpol AZS Olsztyn,Przyjmujący,191,86,330,,https://www.plusliga.pl/players/id/2101/tour/29.html
2018-2019,Radosław Gil,25.01.1997,Indykpol AZS Olsztyn,Rozgrywający,191,82,335,,https://www.plusliga.pl/players/id/2046/tour/29.html
2018-2019,Jan Hadrava,03.06.1991,Indykpol AZS Olsztyn,Atakujący,199,103,357,,https://www.plusliga.pl/players/id/858/tour/29.html
2018-2019,Denis Kalinin,24.04.1984,Indykpol AZS Olsztyn,Przyjmujący,200,86,341,,https://www.plusliga.pl/players/id/494/tour/29.html
2018-2019,Mateusz Kańczok,03.06.1993,Indykpol AZS Olsztyn,Atakujący,204,96,359,,https://www.plusliga.pl/players/id/1594/tour/29.html
2018-2019,Serhiy Kapelus,22.10.1982,Indykpol AZS Olsztyn,Przyjmujący,191,86,345,,https://www.plusliga.pl/players/id/2165/tour/29.html
2018-2019,Marcel Lux,27.07.1994,Indykpol AZS Olsztyn,Przyjmujący,200,88,341,,https://www.plusliga.pl/players/id/1429/tour/29.html
2018-2019,Rafał Maluchnik,10.05.1995,Indykpol AZS Olsztyn,Rozgrywający,189,88,321,,https://www.plusliga.pl/players/id/2074/tour/29.html
2018-2019,Paweł Pietraszko,05.10.1990,Indykpol AZS Olsztyn,Środkowy,201,96,352,,https://www.plusliga.pl/players/id/1964/tour/29.html
2018-2019,Mateusz Poręba,24.08.1999,Indykpol AZS Olsztyn,Środkowy,204,102,360,,https://www.plusliga.pl/players/id/1612/tour/29.html
2018-2019,Dawid Sokołowski,06.10.2000,Indykpol AZS Olsztyn,Przyjmujący,193,91,341,,https://www.plusliga.pl/players/id/483/tour/29.html
2018-2019,Jakub Urbanowicz,14.08.1993,Indykpol AZS Olsztyn,Przyjmujący,203,86,360,,https://www.plusliga.pl/players/id/840/tour/29.html
2018-2019,Sebastian Warda,18.01.1989,Indykpol AZS Olsztyn,Środkowy,204,104,355,,https://www.plusliga.pl/players/id/2163/tour/29.html
2018-2019,Marcin Wika,09.11.1983,Indykpol AZS Olsztyn,Przyjmujący,194,97,340,,https://www.plusliga.pl/players/id/1471/tour/29.html
2018-2019,Paweł Woicki,19.06.1983,Indykpol AZS Olsztyn,Rozgrywający,182,84,315,,https://www.plusliga.pl/players/id/1974/tour/29.html
2018-2019,Jakub Zabłocki,10.04.1995,Indykpol AZS Olsztyn,Libero,180,77,324,,https://www.plusliga.pl/players/id/849/tour/29.html
2018-2019,Miłosz Zniszczoł,02.07.1986,Indykpol AZS Olsztyn,Środkowy,201,100,345,,https://www.plusliga.pl/players/id/1760/tour/29.html
2018-2019,Michał Żurek,03.06.1988,Indykpol AZS Olsztyn,Libero,181,81,320,,https://www.plusliga.pl/players/id/1725/tour/29.html
2018-2019,Artur Błażej,28.01.2000,Jastrzębski Węgiel,Rozgrywający,190,87,330,,https://www.plusliga.pl/players/id/243/tour/29.html
2018-2019,Jakub Bucki,13.08.1988,Jastrzębski Węgiel,Atakujący,197,84,343,,https://www.plusliga.pl/players/id/780/tour/29.html
2018-2019,Patryk Czyrniański,16.03.1999,Jastrzębski Węgiel,Atakujący,198,98,345,,https://www.plusliga.pl/players/id/1904/tour/29.html
2018-2019,Wojciech Ferens,05.04.1991,Jastrzębski Węgiel,Przyjmujący,195,96,355,,https://www.plusliga.pl/players/id/2405/tour/29.html
2018-2019,Christian Fromm,15.08.1990,Jastrzębski Węgiel,Przyjmujący,204,103,350,,https://www.plusliga.pl/players/id/388/tour/29.html
2018-2019,Dawid Gunia,01.01.1987,Jastrzębski Węgiel,Środkowy,203,101,348,,https://www.plusliga.pl/players/id/471/tour/29.html
2018-2019,Piotr Hain,26.02.1991,Jastrzębski Węgiel,Środkowy,208,105,350,,https://www.plusliga.pl/players/id/2002/tour/29.html
2018-2019,Jakub Janicki,10.08.2001,Jastrzębski Węgiel,Libero,183,77,320,,https://www.plusliga.pl/players/id/797/tour/29.html
2018-2019,Lukas Kampa,29.11.1986,Jastrzębski Węgiel,Rozgrywający,195,90,340,,https://www.plusliga.pl/players/id/1272/tour/29.html
2018-2019,Dawid Konarski,31.08.1989,Jastrzębski Węgiel,Atakujący,198,101,355,,https://www.plusliga.pl/players/id/472/tour/29.html
2018-2019,Grzegorz Kosok,02.03.1986,Jastrzębski Węgiel,Środkowy,205,95,350,,https://www.plusliga.pl/players/id/675/tour/29.html
2018-2019,Julien Lyneel,15.04.1990,Jastrzębski Węgiel,Przyjmujący,192,85,345,,https://www.plusliga.pl/players/id/973/tour/29.html
2018-2019,Salvador Hidalgo Oliva,27.12.1985,Jastrzębski Węgiel,Przyjmujący,195,98,355,,https://www.plusliga.pl/players/id/2135/tour/29.html
2018-2019,Jakub Popiwczak,17.04.1996,Jastrzębski Węgiel,Libero,180,78,320,,https://www.plusliga.pl/players/id/825/tour/29.html
2018-2019,Paweł Rusek,21.01.1983,Jastrzębski Węgiel,Libero,183,76,315,,https://www.plusliga.pl/players/id/1966/tour/29.html
2018-2019,Michał Szalacha,15.01.1994,Jastrzębski Węgiel,Środkowy,202,97,355,,https://www.plusliga.pl/players/id/1713/tour/29.html
2018-2019,Wojciech Szwed,07.03.2000,Jastrzębski Węgiel,Przyjmujący,201,102,355,,https://www.plusliga.pl/players/id/2425/tour/29.html
2018-2019,Jakub Turski,06.09.1998,Jastrzębski Węgiel,Środkowy,202,94,360,,https://www.plusliga.pl/players/id/839/tour/29.html
2018-2019,Nikodem Wolański,19.01.1994,Jastrzębski Węgiel,Rozgrywający,198,81,335,,https://www.plusliga.pl/players/id/1832/tour/29.html
2018-2019,Adrian Buchowski,30.09.1991,MKS Będzin,Przyjmujący,194,94,347,,https://www.plusliga.pl/players/id/28/tour/29.html
2018-2019,Rafał Faryna,28.09.1994,MKS Będzin,Atakujący,200,100,351,,https://www.plusliga.pl/players/id/2069/tour/29.html
2018-2019,Jan Fornal,14.01.1995,MKS Będzin,Przyjmujący,191,88,345,,https://www.plusliga.pl/players/id/856/tour/29.html
2018-2019,Szymon Gregorowicz,07.03.1994,MKS Będzin,Libero,183,77,325,,https://www.plusliga.pl/players/id/2231/tour/29.html
2018-2019,Bartłomiej Grzechnik,08.02.1993,MKS Będzin,Środkowy,200,90,344,,https://www.plusliga.pl/players/id/275/tour/29.html
2018-2019,Michał Kocyłowski,19.02.1991,MKS Będzin,Przyjmujący,186,83,325,,https://www.plusliga.pl/players/id/1685/tour/29.html
2018-2019,Mateusz Kowalski,20.02.1997,MKS Będzin,Środkowy,205,94,355,,https://www.plusliga.pl/players/id/1596/tour/29.html
2018-2019,Tomasz Kowalski,12.06.1991,MKS Będzin,Rozgrywający,204,97,340,,https://www.plusliga.pl/players/id/2290/tour/29.html
2018-2019,Jake Langlois,14.05.1992,MKS Będzin,Przyjmujący,208,93,365,,https://www.plusliga.pl/players/id/776/tour/29.html
2018-2019,Jakub Peszko,01.04.1992,MKS Będzin,Przyjmujący,193,93,340,,https://www.plusliga.pl/players/id/824/tour/29.html
2018-2019,Michał Potera,06.03.1988,MKS Będzin,Libero,183,79,310,,https://www.plusliga.pl/players/id/1707/tour/29.html
2018-2019,Artur Ratajczak,18.09.1990,MKS Będzin,Środkowy,206,94,354,,https://www.plusliga.pl/players/id/250/tour/29.html
2018-2019,Lukas Tichacek,12.01.1982,MKS Będzin,Rozgrywający,193,95,335,,https://www.plusliga.pl/players/id/1273/tour/29.html
2018-2019,Lincoln Williams,06.10.1993,MKS Będzin,Atakujący,200,103,358,,https://www.plusliga.pl/players/id/1259/tour/29.html
2018-2019,Rafael Araujo Rodrigues,13.06.1991,ONICO Warszawa,Atakujący,207,98,348,,https://www.plusliga.pl/players/id/2059/tour/29.html
2018-2019,Antoine Brizard,22.05.1994,ONICO Warszawa,Rozgrywający,195,96,346,,https://www.plusliga.pl/players/id/219/tour/29.html
2018-2019,Konrad Buczek,17.02.1994,ONICO Warszawa,Rozgrywający,190,78,330,,https://www.plusliga.pl/players/id/1183/tour/29.html
2018-2019,Dominik Jaglarski,20.06.1997,ONICO Warszawa,Libero,187,85,325,,https://www.plusliga.pl/players/id/515/tour/29.html
2018-2019,Mateusz Janikowski,05.05.1999,ONICO Warszawa,Przyjmujący,200,101,337,,https://www.plusliga.pl/players/id/1589/tour/29.html
2018-2019,Jakub Kowalczyk,26.06.1986,ONICO Warszawa,Środkowy,200,95,350,,https://www.plusliga.pl/players/id/807/tour/29.html
2018-2019,Bartosz Kurek,29.08.1988,ONICO Warszawa,Atakujący,205,100,375,,https://www.plusliga.pl/players/id/313/tour/29.html
2018-2019,Bartosz Kwolek,17.07.1997,ONICO Warszawa,Przyjmujący,193,90,343,,https://www.plusliga.pl/players/id/314/tour/29.html
2018-2019,Piotr Łukasik,11.07.1994,ONICO Warszawa,Przyjmujący,208,112,350,,https://www.plusliga.pl/players/id/2010/tour/29.html
2018-2019,Maciej Muzaj,21.05.1994,ONICO Warszawa,Atakujący,208,92,370,,https://www.plusliga.pl/players/id/1335/tour/29.html
2018-2019,Jan Nowakowski,17.05.1994,ONICO Warszawa,Środkowy,202,110,360,,https://www.plusliga.pl/players/id/864/tour/29.html
2018-2019,Nikolay Penchev,22.05.1992,ONICO Warszawa,Przyjmujący,197,87,345,,https://www.plusliga.pl/players/id/1841/tour/29.html
2018-2019,Bruno Romanutti,05.07.1989,ONICO Warszawa,Atakujący,194,94,340,,https://www.plusliga.pl/players/id/372/tour/29.html
2018-2019,Sharone Vernon-Evans,28.08.1998,ONICO Warszawa,Atakujący,202,94,382,,https://www.plusliga.pl/players/id/2172/tour/29.html
2018-2019,Graham Vigrass,17.06.1989,ONICO Warszawa,Środkowy,205,94,352,,https://www.plusliga.pl/players/id/665/tour/29.html
2018-2019,Łukasz Wiese,24.03.1993,ONICO Warszawa,Przyjmujący,195,81,347,,https://www.plusliga.pl/players/id/1308/tour/29.html
2018-2019,Damian Wojtaszek,07.09.1988,ONICO Warszawa,Libero,180,79,330,,https://www.plusliga.pl/players/id/419/tour/29.html
2018-2019,Andrzej Wrona,27.12.1988,ONICO Warszawa,Środkowy,206,96,366,,https://www.plusliga.pl/players/id/183/tour/29.html
2018-2019,Aleksander Antosiewicz,13.02.2001,PGE Skra Bełchatów,Środkowy,205,93,340,,https://www.plusliga.pl/players/id/78/tour/29.html
2018-2019,Patryk Czarnowski,01.11.1985,PGE Skra Bełchatów,Środkowy,204,98,365,,https://www.plusliga.pl/players/id/1903/tour/29.html
2018-2019,Kamil Droszyński,28.01.1997,PGE Skra Bełchatów,Rozgrywający,190,86,337,,https://www.plusliga.pl/players/id/1029/tour/29.html
2018-2019,Milad Ebadipour,17.10.1993,PGE Skra Bełchatów,Przyjmujący,196,93,348,,https://www.plusliga.pl/players/id/1745/tour/29.html
2018-2019,David Fiel Rodriguez,28.08.1993,PGE Skra Bełchatów,Środkowy,204,93,374,,https://www.plusliga.pl/players/id/459/tour/29.html
2018-2019,Dawid Filipek,21.02.2001,PGE Skra Bełchatów,Rozgrywający,190,84,323,,https://www.plusliga.pl/players/id/469/tour/29.html
2018-2019,Milan Katić,22.10.1993,PGE Skra Bełchatów,Przyjmujący,201,99,345,,https://www.plusliga.pl/players/id/1747/tour/29.html
2018-2019,Karol Kłos,08.08.1989,PGE Skra Bełchatów,Środkowy,201,87,360,,https://www.plusliga.pl/players/id/1078/tour/29.html
2018-2019,Jakub Kochanowski,17.07.1997,PGE Skra Bełchatów,Środkowy,199,83,346,,https://www.plusliga.pl/players/id/803/tour/29.html
2018-2019,Grzegorz Łomacz,01.10.1987,PGE Skra Bełchatów,Rozgrywający,187,81,336,,https://www.plusliga.pl/players/id/678/tour/29.html
2018-2019,Robert Milczarek,28.11.1983,PGE Skra Bełchatów,Libero,188,78,340,,https://www.plusliga.pl/players/id/2109/tour/29.html
2018-2019,Piotr Orczyk,19.03.1993,PGE Skra Bełchatów,Przyjmujący,190,98,337,,https://www.plusliga.pl/players/id/2015/tour/29.html
2018-2019,Kacper Piechocki,17.12.1995,PGE Skra Bełchatów,Libero,185,75,322,,https://www.plusliga.pl/players/id/1007/tour/29.html
2018-2019,Artur Szalpuk,20.03.1995,PGE Skra Bełchatów,Przyjmujący,201,93,350,,https://www.plusliga.pl/players/id/253/tour/29.html
2018-2019,Renee Teppan,16.09.1993,PGE Skra Bełchatów,Atakujący,197,89,345,,https://www.plusliga.pl/players/id/2095/tour/29.html
2018-2019,Hubert Węgrzyn,06.01.2000,PGE Skra Bełchatów,Środkowy,200,92,348,,https://www.plusliga.pl/players/id/717/tour/29.html
2018-2019,Mariusz Wlazły,04.08.1983,PGE Skra Bełchatów,Atakujący,194,80,365,,https://www.plusliga.pl/players/id/1522/tour/29.html
2018-2019,Asparuh Asparuhov,28.07.2000,Stocznia Szczecin,Przyjmujący,201,92,352,,https://www.plusliga.pl/players/id/259/tour/29.html
2018-2019,Janusz Gałązka,26.04.1987,Stocznia Szczecin,Środkowy,199,101,345,,https://www.plusliga.pl/players/id/876/tour/29.html
2018-2019,Nicholas Hoag,19.08.1992,Stocznia Szczecin,Przyjmujący,200,97,350,,https://www.plusliga.pl/players/id/1822/tour/29.html
2018-2019,Matej Kaziyski,23.09.1984,Stocznia Szczecin,Przyjmujący,203,96,360,,https://www.plusliga.pl/players/id/1576/tour/29.html
2018-2019,Bartłomiej Kluth,20.12.1992,Stocznia Szczecin,Atakujący,210,110,356,,https://www.plusliga.pl/players/id/277/tour/29.html
2018-2019,Aleksander Maziarz,22.04.1995,Stocznia Szczecin,Środkowy,204,84,350,,https://www.plusliga.pl/players/id/83/tour/29.html
2018-2019,Adrian Mihułka,10.07.1989,Stocznia Szczecin,Libero,182,81,325,,https://www.plusliga.pl/players/id/36/tour/29.html
