season,player_name,birth_date,team,position,height_cm,weight_kg,spike_reach_cm,jersey_number,player_url
2006-2007,Roman Gulczyński,22.01.1983,KS GWARDIA WROCŁAW,,194,90,320,,https://www.plusliga.pl/players/id/2123/tour/7.html
2006-2007,Bartosz Janeczek,12.07.1987,KS GWARDIA WROCŁAW,,198,88,355,,https://www.plusliga.pl/players/id/306/tour/7.html
2006-2007,Aleksander Januszkiewicz,25.05.1979,KS GWARDIA WROCŁAW,,200,98,322,,https://www.plusliga.pl/players/id/82/tour/7.html
2006-2007,Rafał Jarząbski,06.04.1984,KS GWARDIA WROCŁAW,,201,91,320,,https://www.plusliga.pl/players/id/2071/tour/7.html
2006-2007,Maciej Krupnik,11.12.1971,KS GWARDIA WROCŁAW,,196,90,320,,https://www.plusliga.pl/players/id/1330/tour/7.html
2006-2007,Piotr Marciniak,01.10.1986,KS GWARDIA WROCŁAW,,197,90,320,,https://www.plusliga.pl/players/id/2012/tour/7.html
2006-2007,Martin Sopko,30.01.1982,KS GWARDIA WROCŁAW,,195,95,345,,https://www.plusliga.pl/players/id/1557/tour/7.html
2006-2007,Karol Šrámek,15.01.1977,KS GWARDIA WROCŁAW,,202,89,322,,https://www.plusliga.pl/players/id/1081/tour/7.html
2006-2007,Radosław Szymczak,08.05.1982,KS GWARDIA WROCŁAW,,186,76,300,,https://www.plusliga.pl/players/id/2056/tour/7.html
2006-2007,Jędrzej Śląski,29.06.1987,KS GWARDIA WROCŁAW,,203,87,321,,https://www.plusliga.pl/players/id/907/tour/7.html
2006-2007,Marcin Kocik,07.05.1979,KS JADAR RADOM,,196,92,330,,https://www.plusliga.pl/players/id/1452/tour/7.html
2006-2007,Grzegorz Kokociński,18.09.1981,KS JADAR RADOM,,196,90,340,,https://www.plusliga.pl/players/id/672/tour/7.html
2006-2007,Jarosław Macionczyk,22.01.1979,KS JADAR RADOM,,190,90,320,,https://www.plusliga.pl/players/id/880/tour/7.html
2006-2007,Krzysztof Makaryk,03.07.1980,KS JADAR RADOM,,198,111,330,,https://www.plusliga.pl/players/id/1223/tour/7.html
2006-2007,Tomas Malcik,05.05.1975,KS JADAR RADOM,,190,85,300,,https://www.plusliga.pl/players/id/2273/tour/7.html
2006-2007,Krzysztof Niedziela,11.06.1978,KS JADAR RADOM,,194,87,320,,https://www.plusliga.pl/players/id/1225/tour/7.html
2006-2007,Premysl Obdrzalek,12.03.1977,KS JADAR RADOM,,194,89,308,,https://www.plusliga.pl/players/id/2032/tour/7.html
2006-2007,Marcin Owczarski,07.06.1980,KS JADAR RADOM,,199,97,333,,https://www.plusliga.pl/players/id/1467/tour/7.html
2006-2007,Maciej Pawliński,02.02.1983,KS JADAR RADOM,,193,93,340,,https://www.plusliga.pl/players/id/1343/tour/7.html
2006-2007,Sebastian Pęcherz,12.12.1985,KS JADAR RADOM,,194,91,341,,https://www.plusliga.pl/players/id/2157/tour/7.html
2006-2007,Damian Słomka,22.11.1988,KS JADAR RADOM,,183,67,333,,https://www.plusliga.pl/players/id/414/tour/7.html
2006-2007,Dallas Soonias,25.04.1984,KS JADAR RADOM,,202,98,337,,https://www.plusliga.pl/players/id/397/tour/7.html
2006-2007,Arkadiusz Terlecki,16.09.1980,KS JADAR RADOM,,201,94,337,,https://www.plusliga.pl/players/id/233/tour/7.html
2006-2007,Mariusz Wiktorowicz,01.04.1975,KS JADAR RADOM,,192,94,310,,https://www.plusliga.pl/players/id/1521/tour/7.html
2006-2007,Wojciech Żaliński,08.01.1988,KS JADAR RADOM,,195,100,345,,https://www.plusliga.pl/players/id/2429/tour/7.html
2006-2007,Jakub Bednaruk,09.09.1976,KS JASTRZĘBSKI WĘGIEL S.A.,,188,95,320,,https://www.plusliga.pl/players/id/778/tour/7.html
2006-2007,Mateusz Gorzewski,08.02.1987,KS JASTRZĘBSKI WĘGIEL S.A.,,196,82,315,,https://www.plusliga.pl/players/id/1587/tour/7.html
2006-2007,Nikolay Ivanov,14.06.1972,KS JASTRZĘBSKI WĘGIEL S.A.,,192,92,320,,https://www.plusliga.pl/players/id/1840/tour/7.html
2006-2007,Łukasz Kadziewicz,20.09.1980,KS JASTRZĘBSKI WĘGIEL S.A.,,206,0,350,,https://www.plusliga.pl/players/id/1282/tour/7.html
2006-2007,Michał Kamiński,29.07.1997,KS JASTRZĘBSKI WĘGIEL S.A.,,210,117,359,,https://www.plusliga.pl/players/id/1682/tour/7.html
2006-2007,Przemysław Michalczyk,19.01.1973,KS JASTRZĘBSKI WĘGIEL S.A.,,189,85,338,,https://www.plusliga.pl/players/id/2037/tour/7.html
2006-2007,Dawid Murek,24.07.1977,KS JASTRZĘBSKI WĘGIEL S.A.,,195,100,337,,https://www.plusliga.pl/players/id/476/tour/7.html
2006-2007,Daniel Pliński,10.12.1978,KS JASTRZĘBSKI WĘGIEL S.A.,,204,100,330,,https://www.plusliga.pl/players/id/435/tour/7.html
2006-2007,Paweł Rusek,21.01.1983,KS JASTRZĘBSKI WĘGIEL S.A.,,183,76,315,,https://www.plusliga.pl/players/id/1966/tour/7.html
2006-2007,Paweł Siezieniewski,27.12.1981,KS JASTRZĘBSKI WĘGIEL S.A.,,199,93,345,,https://www.plusliga.pl/players/id/1967/tour/7.html
2006-2007,Michał Stępień,31.01.1987,KS JASTRZĘBSKI WĘGIEL S.A.,,200,102,327,,https://www.plusliga.pl/players/id/1711/tour/7.html
2006-2007,Grzegorz Szymański,12.07.1978,KS JASTRZĘBSKI WĘGIEL S.A.,,202,94,345,,https://www.plusliga.pl/players/id/686/tour/7.html
2006-2007,Igor Yudin,17.06.1987,KS JASTRZĘBSKI WĘGIEL S.A.,,198,80,343,,https://www.plusliga.pl/players/id/737/tour/7.html
2006-2007,Michał Bąkiewicz,22.03.1981,KS PZU AZS OLSZTYN,,197,93,339,,https://www.plusliga.pl/players/id/1661/tour/7.html
2006-2007,Patryk Czarnowski,01.11.1985,KS PZU AZS OLSZTYN,,204,98,365,,https://www.plusliga.pl/players/id/1903/tour/7.html
2006-2007,Wojciech Grzyb,04.01.1981,KS PZU AZS OLSZTYN,,205,105,355,,https://www.plusliga.pl/players/id/2407/tour/7.html
2006-2007,Michał Kubiak,23.02.1988,KS PZU AZS OLSZTYN,,192,87,340,,https://www.plusliga.pl/players/id/1691/tour/7.html
2006-2007,Paweł Kuciński,15.03.1973,KS PZU AZS OLSZTYN,,193,95,306,,https://www.plusliga.pl/players/id/1956/tour/7.html
2006-2007,Richard Lambourne,06.05.1975,KS PZU AZS OLSZTYN,,193,87,324,,https://www.plusliga.pl/players/id/2098/tour/7.html
2006-2007,Piotr Lipiński,04.01.1979,KS PZU AZS OLSZTYN,,195,91,330,,https://www.plusliga.pl/players/id/2008/tour/7.html
2006-2007,Marcin Lubiejewski,01.10.1981,KS PZU AZS OLSZTYN,,207,97,350,,https://www.plusliga.pl/players/id/1460/tour/7.html
2006-2007,Marcin Możdżonek,09.02.1985,KS PZU AZS OLSZTYN,,211,104,360,,https://www.plusliga.pl/players/id/1463/tour/7.html
2006-2007,Paweł Papke,13.02.1977,KS PZU AZS OLSZTYN,,196,100,345,,https://www.plusliga.pl/players/id/1962/tour/7.html
2006-2007,Michał Ruciak,22.08.1983,KS PZU AZS OLSZTYN,,190,82,336,,https://www.plusliga.pl/players/id/1709/tour/7.html
2006-2007,Cem Tanik Sinan,18.06.1980,KS PZU AZS OLSZTYN,,198,92,328,,https://www.plusliga.pl/players/id/381/tour/7.html
2006-2007,Paweł Zagumny,18.10.1977,KS PZU AZS OLSZTYN,,200,90,330,,https://www.plusliga.pl/players/id/1976/tour/7.html
2006-2007,Eugen Bakumovski,11.10.1980,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,193,93,325,,https://www.plusliga.pl/players/id/578/tour/7.html
2006-2007,Damian Domonik,01.07.1985,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,205,105,355,,https://www.plusliga.pl/players/id/406/tour/7.html
2006-2007,Marcel Gromadowski,19.12.1985,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,203,105,350,,https://www.plusliga.pl/players/id/1426/tour/7.html
2006-2007,Jakub Jarosz,10.02.1987,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,197,90,355,,https://www.plusliga.pl/players/id/798/tour/7.html
2006-2007,Mykola Karzov,12.02.1976,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,204,111,319,,https://www.plusliga.pl/players/id/1791/tour/7.html
2006-2007,Michał Kozłowski,16.02.1985,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,191,88,325,,https://www.plusliga.pl/players/id/1687/tour/7.html
2006-2007,Bartosz Kurek,29.08.1988,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,205,100,375,,https://www.plusliga.pl/players/id/313/tour/7.html
2006-2007,Konrad Małecki,06.01.1979,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,200,94,345,,https://www.plusliga.pl/players/id/1189/tour/7.html
2006-2007,Marcin Mierzejewski,04.01.1982,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,0,0,0,,https://www.plusliga.pl/players/id/1462/tour/7.html
2006-2007,Marcin Nowak,17.10.1975,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,215,110,350,,https://www.plusliga.pl/players/id/1464/tour/7.html
2006-2007,Jakub Oczko,27.12.1981,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,193,88,333,,https://www.plusliga.pl/players/id/822/tour/7.html
2006-2007,Wojciech Serafin,20.06.1978,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,194,87,340,,https://www.plusliga.pl/players/id/2419/tour/7.html
2006-2007,Profil,,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,,,,,https://www.plusliga.pl/players/id/232/tour/7.html
2006-2007,Petr Zapletal,20.12.1977,MOSTOSTAL - AZOTY S.A. KĘDZIERZYN-KOŹLE,,194,90,320,,https://www.plusliga.pl/players/id/1987/tour/7.html
2006-2007,Geir Eithun,11.12.1979,RESOVIA SSA RZESZÓW,,199,92,330,,https://www.plusliga.pl/players/id/653/tour/7.html
2006-2007,Wojciech Gradowski,14.11.1980,RESOVIA SSA RZESZÓW,,191,91,335,,https://www.plusliga.pl/players/id/2406/tour/7.html
2006-2007,Tomasz Józefacki,05.05.1980,RESOVIA SSA RZESZÓW,,192,81,341,,https://www.plusliga.pl/players/id/2284/tour/7.html
2006-2007,Michał Kaczmarek,26.12.1984,RESOVIA SSA RZESZÓW,,200,103,340,,https://www.plusliga.pl/players/id/1680/tour/7.html
2006-2007,Tomasz Kamuda,05.02.1976,RESOVIA SSA RZESZÓW,,197,85,315,,https://www.plusliga.pl/players/id/2287/tour/7.html
2006-2007,Tomasz Kozłowski,16.02.1979,RESOVIA SSA RZESZÓW,,192,91,312,,https://www.plusliga.pl/players/id/2292/tour/7.html
2006-2007,Dusan Kubica,12.12.1972,RESOVIA SSA RZESZÓW,Libero,188,84,300,,https://www.plusliga.pl/players/id/545/tour/7.html
2006-2007,Tomasz Kusior,26.06.1987,RESOVIA SSA RZESZÓW,,0,0,0,,https://www.plusliga.pl/players/id/2295/tour/7.html
2006-2007,Karel Kvasnićka,02.05.1976,RESOVIA SSA RZESZÓW,,198,100,330,,https://www.plusliga.pl/players/id/1065/tour/7.html
2006-2007,Piotr Łuka,09.06.1980,RESOVIA SSA RZESZÓW,,0,0,0,,https://www.plusliga.pl/players/id/2009/tour/7.html
2006-2007,Łukasz Perłowski,03.04.1984,RESOVIA SSA RZESZÓW,,204,95,353,,https://www.plusliga.pl/players/id/1296/tour/7.html
2006-2007,Grzegorz Pilarz,12.02.1980,RESOVIA SSA RZESZÓW,,188,80,320,,https://www.plusliga.pl/players/id/684/tour/7.html
2006-2007,Sławomir Szczygieł,02.06.1978,RESOVIA SSA RZESZÓW,,202,101,340,,https://www.plusliga.pl/players/id/2194/tour/7.html
