season,player_name,birth_date,team,position,height_cm,weight_kg,spike_reach_cm,jersey_number,player_url
2008-2009,Smilen Mlyakow,17.06.1981,Domex Tytan AZS Częstochowa,Atakujący,200,98,353,,https://www.plusliga.pl/players/id/2196/tour/9.html
2008-2009,Piotr Nowakowski,18.12.1987,Domex Tytan AZS Częstochowa,Środkowy,205,101,360,,https://www.plusliga.pl/players/id/2014/tour/9.html
2008-2009,Andrzej Stelmach,15.08.1972,Domex Tytan AZS Częstochowa,Rozgrywający,200,97,336,,https://www.plusliga.pl/players/id/181/tour/9.html
2008-2009,Krzysztof Wierzbowski,18.07.1988,Domex Tytan AZS Częstochowa,Przyjmujący,197,88,340,,https://www.plusliga.pl/players/id/1235/tour/9.html
2008-2009,Łukasz Wiśniewski,03.02.1989,Domex Tytan AZS Częstochowa,Środkowy,198,104,343,,https://www.plusliga.pl/players/id/1309/tour/9.html
2008-2009,Andrzej Wrona,27.12.1988,Domex Tytan AZS Częstochowa,Środkowy,206,96,366,,https://www.plusliga.pl/players/id/183/tour/9.html
2008-2009,Paweł Zatorski,21.06.1990,Domex Tytan AZS Częstochowa,Libero,184,73,328,,https://www.plusliga.pl/players/id/1977/tour/9.html
2008-2009,Jakub Bucki,13.08.1988,Jadar Radom,Środkowy,197,84,343,,https://www.plusliga.pl/players/id/780/tour/9.html
2008-2009,Damian Domonik,01.07.1985,Jadar Radom,Środkowy,205,105,355,,https://www.plusliga.pl/players/id/406/tour/9.html
2008-2009,Daniel Górski,15.02.1984,Jadar Radom,Rozgrywający,197,85,330,,https://www.plusliga.pl/players/id/427/tour/9.html
2008-2009,Sirianis Hernandez,14.03.1983,Jadar Radom,Przyjmujący,196,94,346,,https://www.plusliga.pl/players/id/2184/tour/9.html
2008-2009,Marcin Kocik,07.05.1979,Jadar Radom,Przyjmujący,196,92,330,,https://www.plusliga.pl/players/id/1452/tour/9.html
2008-2009,Grzegorz Kosok,02.03.1986,Jadar Radom,Środkowy,205,95,350,,https://www.plusliga.pl/players/id/675/tour/9.html
2008-2009,Jarosław Macionczyk,22.01.1979,Jadar Radom,Rozgrywający,190,90,320,,https://www.plusliga.pl/players/id/880/tour/9.html
2008-2009,Konrad Małecki,06.01.1979,Jadar Radom,Przyjmujący,200,94,345,,https://www.plusliga.pl/players/id/1189/tour/9.html
2008-2009,Maikel Moreno Salas,24.04.1981,Jadar Radom,Rozgrywający,190,90,329,,https://www.plusliga.pl/players/id/1383/tour/9.html
2008-2009,Marcin Owczarski,07.06.1980,Jadar Radom,Atakujący,199,97,333,,https://www.plusliga.pl/players/id/1467/tour/9.html
2008-2009,Maciej Pawliński,02.02.1983,Jadar Radom,Przyjmujący,193,93,340,,https://www.plusliga.pl/players/id/1343/tour/9.html
2008-2009,Damian Słomka,22.11.1988,Jadar Radom,Libero,183,67,333,,https://www.plusliga.pl/players/id/414/tour/9.html
2008-2009,Adrian Stańczak,17.02.1987,Jadar Radom,Libero,185,83,0,,https://www.plusliga.pl/players/id/41/tour/9.html
2008-2009,Arkadiusz Terlecki,16.09.1980,Jadar Radom,Środkowy,201,94,337,,https://www.plusliga.pl/players/id/233/tour/9.html
2008-2009,Wojciech Żaliński,08.01.1988,Jadar Radom,Atakujący,195,100,345,,https://www.plusliga.pl/players/id/2429/tour/9.html
2008-2009,Rafał Buszek,28.04.1987,J.W.Construction OSRAM AZS Politechnika Warszawska,Atakujący,196,88,345,,https://www.plusliga.pl/players/id/2065/tour/9.html
2008-2009,Janusz Gałązka,26.04.1987,J.W.Construction OSRAM AZS Politechnika Warszawska,Środkowy,199,101,345,,https://www.plusliga.pl/players/id/876/tour/9.html
2008-2009,Jurij Gladyr,08.07.1984,J.W.Construction OSRAM AZS Politechnika Warszawska,Środkowy,202,96,360,,https://www.plusliga.pl/players/id/982/tour/9.html
2008-2009,Serhiy Kapelus,22.10.1982,J.W.Construction OSRAM AZS Politechnika Warszawska,Przyjmujący,191,86,345,,https://www.plusliga.pl/players/id/2165/tour/9.html
2008-2009,Karol Kłos,08.08.1989,J.W.Construction OSRAM AZS Politechnika Warszawska,Środkowy,201,87,360,,https://www.plusliga.pl/players/id/1078/tour/9.html
2008-2009,Karel Kvasnićka,02.05.1976,J.W.Construction OSRAM AZS Politechnika Warszawska,Przyjmujący,198,100,330,,https://www.plusliga.pl/players/id/1065/tour/9.html
2008-2009,Robert Milczarek,28.11.1983,J.W.Construction OSRAM AZS Politechnika Warszawska,Libero,188,78,340,,https://www.plusliga.pl/players/id/2109/tour/9.html
2008-2009,Bartłomiej Neroj,22.11.1984,J.W.Construction OSRAM AZS Politechnika Warszawska,Rozgrywający,200,98,338,,https://www.plusliga.pl/players/id/283/tour/9.html
2008-2009,Viktor Polozhevets,19.04.1980,J.W.Construction OSRAM AZS Politechnika Warszawska,Rozgrywający,195,85,335,,https://www.plusliga.pl/players/id/2350/tour/9.html
2008-2009,Jakub Radomski,16.03.1988,J.W.Construction OSRAM AZS Politechnika Warszawska,Przyjmujący,203,95,350,,https://www.plusliga.pl/players/id/827/tour/9.html
2008-2009,Radosław Rybak,25.03.1973,J.W.Construction OSRAM AZS Politechnika Warszawska,Atakujący,195,0,0,,https://www.plusliga.pl/players/id/2053/tour/9.html
2008-2009,Andrzej Skórski,16.11.1985,J.W.Construction OSRAM AZS Politechnika Warszawska,Przyjmujący,192,86,342,,https://www.plusliga.pl/players/id/180/tour/9.html
2008-2009,Jarosław Tepling,11.03.1984,J.W.Construction OSRAM AZS Politechnika Warszawska,Środkowy,207,87,348,,https://www.plusliga.pl/players/id/885/tour/9.html
2008-2009,Damian Wojtaszek,07.09.1988,J.W.Construction OSRAM AZS Politechnika Warszawska,Libero,180,79,330,,https://www.plusliga.pl/players/id/419/tour/9.html
2008-2009,Patryk Czarnowski,01.11.1985,KS Jastrzębski Węgiel S.A.,Środkowy,204,98,365,,https://www.plusliga.pl/players/id/1903/tour/9.html
2008-2009,Rafael De Souza Lins,01.04.1983,KS Jastrzębski Węgiel S.A.,Przyjmujący,193,87,338,,https://www.plusliga.pl/players/id/2061/tour/9.html
2008-2009,Nico Freriks,22.12.1981,KS Jastrzębski Węgiel S.A.,Rozgrywający,192,85,331,,https://www.plusliga.pl/players/id/1823/tour/9.html
2008-2009,Marcin Grygiel,09.10.1978,KS Jastrzębski Węgiel S.A.,Atakujący,199,92,345,,https://www.plusliga.pl/players/id/1440/tour/9.html
2008-2009,Benjamin Hardy,21.09.1974,KS Jastrzębski Węgiel S.A.,Przyjmujący,198,96,340,,https://www.plusliga.pl/players/id/340/tour/9.html
2008-2009,Wojciech Jurkiewicz,21.06.1977,KS Jastrzębski Węgiel S.A.,Środkowy,205,100,350,,https://www.plusliga.pl/players/id/2408/tour/9.html
2008-2009,Grzegorz Łomacz,01.10.1987,KS Jastrzębski Węgiel S.A.,Rozgrywający,187,81,336,,https://www.plusliga.pl/players/id/678/tour/9.html
2008-2009,Adam Nowik,23.04.1975,KS Jastrzębski Węgiel S.A.,Środkowy,206,96,350,,https://www.plusliga.pl/players/id/15/tour/9.html
2008-2009,Sebastian Pęcherz,12.12.1985,KS Jastrzębski Węgiel S.A.,Przyjmujący,194,91,341,,https://www.plusliga.pl/players/id/2157/tour/9.html
2008-2009,Robert Prygiel,17.04.1976,KS Jastrzębski Węgiel S.A.,Atakujący,200,100,350,,https://www.plusliga.pl/players/id/2110/tour/9.html
2008-2009,Paweł Rusek,21.01.1983,KS Jastrzębski Węgiel S.A.,Libero,183,76,315,,https://www.plusliga.pl/players/id/1966/tour/9.html
2008-2009,Guillaume Samica,28.09.1981,KS Jastrzębski Węgiel S.A.,Przyjmujący,197,88,350,,https://www.plusliga.pl/players/id/692/tour/9.html
2008-2009,Igor Yudin,17.06.1987,KS Jastrzębski Węgiel S.A.,Przyjmujący,198,80,343,,https://www.plusliga.pl/players/id/737/tour/9.html
2008-2009,Stephane Antiga,03.02.1976,PGE Skra Bełchatów,Przyjmujący,200,100,344,,https://www.plusliga.pl/players/id/2215/tour/9.html
2008-2009,Michał Bąkiewicz,22.03.1981,PGE Skra Bełchatów,Przyjmujący,197,93,339,,https://www.plusliga.pl/players/id/1661/tour/9.html
2008-2009,Maciej Dobrowolski,19.03.1977,PGE Skra Bełchatów,Rozgrywający,190,86,326,,https://www.plusliga.pl/players/id/1320/tour/9.html
2008-2009,Miguel Angel Falasca,29.04.1973,PGE Skra Bełchatów,Rozgrywający,194,94,344,,https://www.plusliga.pl/players/id/1730/tour/9.html
2008-2009,Piotr Gacek,16.09.1978,PGE Skra Bełchatów,Libero,185,80,0,,https://www.plusliga.pl/players/id/2000/tour/9.html
2008-2009,Janne Heikkinen,11.04.1976,PGE Skra Bełchatów,Środkowy,204,106,351,,https://www.plusliga.pl/players/id/874/tour/9.html
2008-2009,Jakub Jarosz,10.02.1987,PGE Skra Bełchatów,Atakujący,197,90,355,,https://www.plusliga.pl/players/id/798/tour/9.html
2008-2009,Bartosz Kurek,29.08.1988,PGE Skra Bełchatów,Przyjmujący,205,100,375,,https://www.plusliga.pl/players/id/313/tour/9.html
2008-2009,Paweł Maciejewicz,29.01.1980,PGE Skra Bełchatów,Przyjmujący,0,0,0,,https://www.plusliga.pl/players/id/1958/tour/9.html
2008-2009,Marcin Możdżonek,09.02.1985,PGE Skra Bełchatów,Środkowy,211,104,360,,https://www.plusliga.pl/players/id/1463/tour/9.html
2008-2009,Dawid Murek,24.07.1977,PGE Skra Bełchatów,Przyjmujący,195,100,337,,https://www.plusliga.pl/players/id/476/tour/9.html
2008-2009,Daniel Pliński,10.12.1978,PGE Skra Bełchatów,Środkowy,204,100,330,,https://www.plusliga.pl/players/id/435/tour/9.html
2008-2009,Mariusz Wlazły,04.08.1983,PGE Skra Bełchatów,Atakujący,194,80,365,,https://www.plusliga.pl/players/id/1522/tour/9.html
2008-2009,Radosław Wnuk,25.09.1978,PGE Skra Bełchatów,Środkowy,207,104,345,,https://www.plusliga.pl/players/id/2057/tour/9.html
2008-2009,Jakub Bednaruk,09.09.1976,Trefl Gdańsk,Rozgrywający,188,95,320,,https://www.plusliga.pl/players/id/778/tour/9.html
2008-2009,Bojan Janic,11.03.1982,Trefl Gdańsk,Przyjmujący,0,0,0,,https://www.plusliga.pl/players/id/354/tour/9.html
2008-2009,Łukasz Kadziewicz,20.09.1980,Trefl Gdańsk,Środkowy,206,0,350,,https://www.plusliga.pl/players/id/1282/tour/9.html
2008-2009,Krzysztof Kocik,25.07.1979,Trefl Gdańsk,Przyjmujący,194,92,340,,https://www.plusliga.pl/players/id/1218/tour/9.html
2008-2009,Łukasz Kruk,11.05.1978,Trefl Gdańsk,Rozgrywający,188,90,335,,https://www.plusliga.pl/players/id/1287/tour/9.html
2008-2009,Marko Samardzić,22.02.1983,Trefl Gdańsk,Libero,0,0,0,,https://www.plusliga.pl/players/id/1527/tour/9.html
2008-2009,Wojciech Serafin,20.06.1978,Trefl Gdańsk,Przyjmujący,194,87,340,,https://www.plusliga.pl/players/id/2419/tour/9.html
2008-2009,Dimitry Skoryy,21.01.1978,Trefl Gdańsk,Przyjmujący,194,90,335,,https://www.plusliga.pl/players/id/502/tour/9.html
2008-2009,Jarosław Stancelewski,11.05.1974,Trefl Gdańsk,Środkowy,203,110,350,,https://www.plusliga.pl/players/id/883/tour/9.html
2008-2009,Dawid Suski,26.07.2004,Trefl Gdańsk,Atakujący,194,86,330,,https://www.plusliga.pl/players/id/484/tour/9.html
2008-2009,Wojciech Szczurowski,14.04.1976,Trefl Gdańsk,Przyjmujący,194,94,335,,https://www.plusliga.pl/players/id/2423/tour/9.html
2008-2009,Dariusz Szulik,02.05.1983,Trefl Gdańsk,Środkowy,204,97,345,,https://www.plusliga.pl/players/id/457/tour/9.html
2008-2009,Waldemar Świrydowicz,18.12.1986,Trefl Gdańsk,Środkowy,205,100,345,,https://www.plusliga.pl/players/id/2364/tour/9.html
2008-2009,Wojciech Winnik,05.10.1984,Trefl Gdańsk,Atakujący,194,90,335,,https://www.plusliga.pl/players/id/2427/tour/9.html
2008-2009,Bruno Augusto Zanuto,03.03.1983,Trefl Gdańsk,Przyjmujący,199,97,360,,https://www.plusliga.pl/players/id/373/tour/9.html
2008-2009,Kamil Kacprzak,20.03.1984,ZAKSA Kędzierzyn-Koźle,Przyjmujący,196,95,352,,https://www.plusliga.pl/players/id/1035/tour/9.html
2008-2009,Wojciech Kaźmierczak,11.06.1982,ZAKSA Kędzierzyn-Koźle,Środkowy,198,96,333,,https://www.plusliga.pl/players/id/2409/tour/9.html
2008-2009,Daniel Lewis,03.04.1976,ZAKSA Kędzierzyn-Koźle,Przyjmujący,189,90,340,,https://www.plusliga.pl/players/id/429/tour/9.html
2008-2009,Terence Martin,01.11.1975,ZAKSA Kędzierzyn-Koźle,Przyjmujący,200,105,360,,https://www.plusliga.pl/players/id/2258/tour/9.html
2008-2009,Michal Masny,14.08.1979,ZAKSA Kędzierzyn-Koźle,Rozgrywający,182,73,325,,https://www.plusliga.pl/players/id/1658/tour/9.html
2008-2009,Marcin Mierzejewski,04.01.1982,ZAKSA Kędzierzyn-Koźle,Libero,0,0,0,,https://www.plusliga.pl/players/id/1462/tour/9.html
2008-2009,Jakub Novotny,20.04.1979,ZAKSA Kędzierzyn-Koźle,Atakujący,196,87,345,,https://www.plusliga.pl/players/id/819/tour/9.html
2008-2009,Grzegorz Pilarz,12.02.1980,ZAKSA Kędzierzyn-Koźle,Rozgrywający,188,80,320,,https://www.plusliga.pl/players/id/684/tour/9.html
2008-2009,Michał Ruciak,22.08.1983,ZAKSA Kędzierzyn-Koźle,Przyjmujący,190,82,336,,https://www.plusliga.pl/players/id/1709/tour/9.html
2008-2009,Robert Szczerbaniuk,29.05.1977,ZAKSA Kędzierzyn-Koźle,Środkowy,199,90,350,,https://www.plusliga.pl/players/id/2111/tour/9.html
2008-2009,Sławomir Szczygieł,02.06.1978,ZAKSA Kędzierzyn-Koźle,Środkowy,202,101,340,,https://www.plusliga.pl/players/id/2194/tour/9.html
2008-2009,Dominik Witczak,02.01.1983,ZAKSA Kędzierzyn-Koźle,Atakujący,198,105,340,,https://www.plusliga.pl/players/id/523/tour/9.html
