season,player_name,birth_date,team,position,height_cm,weight_kg,spike_reach_cm,jersey_number,player_url
2001-2002,Adam Nowik,23.04.1975,EKS SKRA BEŁCHATÓW,,206,96,350,,https://www.plusliga.pl/players/id/15/tour/2.html
2001-2002,Tomasz Paluch,24.11.1970,EKS SKRA BEŁCHATÓW,,194,86,315,,https://www.plusliga.pl/players/id/2301/tour/2.html
2001-2002,Robert Prygiel,17.04.1976,EKS SKRA BEŁCHATÓW,,200,100,350,,https://www.plusliga.pl/players/id/2110/tour/2.html
2001-2002,Tomasz Rosa,05.03.1976,EKS SKRA BEŁCHATÓW,,198,102,320,,https://www.plusliga.pl/players/id/2305/tour/2.html
2001-2002,Tomasz Skalski,25.05.1973,EKS SKRA BEŁCHATÓW,,191,91,310,,https://www.plusliga.pl/players/id/2306/tour/2.html
2001-2002,Piotr Szulc,19.11.1976,EKS SKRA BEŁCHATÓW,,191,95,313,,https://www.plusliga.pl/players/id/2021/tour/2.html
2001-2002,Zbigniew Zieliński,29.03.1964,EKS SKRA BEŁCHATÓW,,195,98,315,,https://www.plusliga.pl/players/id/2448/tour/2.html
2001-2002,Michał Bąkiewicz,22.03.1981,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,197,93,339,,https://www.plusliga.pl/players/id/1661/tour/2.html
2001-2002,Damian Dacewicz,28.09.1974,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,209,100,335,,https://www.plusliga.pl/players/id/403/tour/2.html
2001-2002,Arkadiusz Gołaś,10.05.1981,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,201,83,338,,https://www.plusliga.pl/players/id/227/tour/2.html
2001-2002,Krzysztof Ignaczak,15.05.1978,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,188,86,336,,https://www.plusliga.pl/players/id/1216/tour/2.html
2001-2002,Tomass Kalninš,17.05.1977,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,201,100,325,,https://www.plusliga.pl/players/id/2275/tour/2.html
2001-2002,Grzegorz Kokociński,18.09.1981,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,196,90,340,,https://www.plusliga.pl/players/id/672/tour/2.html
2001-2002,Marcin Kryś,15.01.1983,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,192,90,325,,https://www.plusliga.pl/players/id/1456/tour/2.html
2001-2002,Marcin Nowak,17.10.1975,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,215,110,350,,https://www.plusliga.pl/players/id/1464/tour/2.html
2001-2002,Jakub Oczko,27.12.1981,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,193,88,333,,https://www.plusliga.pl/players/id/822/tour/2.html
2001-2002,Radosław Panas,11.05.1970,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,195,86,0,,https://www.plusliga.pl/players/id/2051/tour/2.html
2001-2002,Siniša Reljić,27.02.1970,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,197,95,321,,https://www.plusliga.pl/players/id/2183/tour/2.html
2001-2002,Andrzej Stelmach,15.08.1972,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,200,97,336,,https://www.plusliga.pl/players/id/181/tour/2.html
2001-2002,Bartosz Szcześniewski,15.05.1977,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,202,100,325,,https://www.plusliga.pl/players/id/327/tour/2.html
2001-2002,Grzegorz Szymański,12.07.1978,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,202,94,345,,https://www.plusliga.pl/players/id/686/tour/2.html
2001-2002,Grzegorz Wagner,13.12.1965,GALAXIA STARTER BANK CZĘSTOCHOWA AZS,,182,84,305,,https://www.plusliga.pl/players/id/688/tour/2.html
2001-2002,Adam Gniecki,19.07.1974,KS IVETT JASTRZĘBIE BORYNIA,,191,89,317,,https://www.plusliga.pl/players/id/4/tour/2.html
2001-2002,Łukasz Kruk,11.05.1978,KS IVETT JASTRZĘBIE BORYNIA,,188,90,335,,https://www.plusliga.pl/players/id/1287/tour/2.html
2001-2002,Daniel Matoska,14.03.1971,KS IVETT JASTRZĘBIE BORYNIA,,200,92,330,,https://www.plusliga.pl/players/id/430/tour/2.html
2001-2002,Przemysław Michalczyk,19.01.1973,KS IVETT JASTRZĘBIE BORYNIA,,189,85,338,,https://www.plusliga.pl/players/id/2037/tour/2.html
2001-2002,Robert Milbrant,22.02.1973,KS IVETT JASTRZĘBIE BORYNIA,,190,78,325,,https://www.plusliga.pl/players/id/2108/tour/2.html
2001-2002,Grzegorz Nowak,11.03.1975,KS IVETT JASTRZĘBIE BORYNIA,,200,86,324,,https://www.plusliga.pl/players/id/679/tour/2.html
2001-2002,Wojciech Pawłowski,25.05.1982,KS IVETT JASTRZĘBIE BORYNIA,,202,93,318,,https://www.plusliga.pl/players/id/2418/tour/2.html
2001-2002,Sławomir Szczygieł,02.06.1978,KS IVETT JASTRZĘBIE BORYNIA,,202,101,340,,https://www.plusliga.pl/players/id/2194/tour/2.html
2001-2002,Andriej Tołoczko,04.01.1973,KS IVETT JASTRZĘBIE BORYNIA,,202,100,322,,https://www.plusliga.pl/players/id/176/tour/2.html
2001-2002,Oleg Ustinov,20.06.1974,KS IVETT JASTRZĘBIE BORYNIA,,198,91,328,,https://www.plusliga.pl/players/id/1854/tour/2.html
2001-2002,Krzysztof Wójcik,20.10.1960,KS IVETT JASTRZĘBIE BORYNIA,,181,80,318,,https://www.plusliga.pl/players/id/1236/tour/2.html
2001-2002,Paweł Wrzeszcz,27.06.1967,KS IVETT JASTRZĘBIE BORYNIA,,186,81,312,,https://www.plusliga.pl/players/id/1975/tour/2.html
2001-2002,Scott Bunker,01.08.2019,KS MORZE,,0,0,0,,https://www.plusliga.pl/players/id/2149/tour/2.html
2001-2002,Adam Cziszewski,13.06.1975,KS MORZE,,193,88,0,,https://www.plusliga.pl/players/id/3/tour/2.html
2001-2002,Sławomir Gerymski,02.09.1968,KS MORZE,,186,87,310,,https://www.plusliga.pl/players/id/2187/tour/2.html
2001-2002,Krzysztof Gierczyński,23.01.1976,KS MORZE,,193,87,335,,https://www.plusliga.pl/players/id/1212/tour/2.html
2001-2002,Krzysztof Grzesiowski,10.05.1981,KS MORZE,,206,106,330,,https://www.plusliga.pl/players/id/1213/tour/2.html
2001-2002,Wojciech Jurkiewicz,21.06.1977,KS MORZE,,205,100,350,,https://www.plusliga.pl/players/id/2408/tour/2.html
2001-2002,Krzysztof Kocik,25.07.1979,KS MORZE,,194,92,340,,https://www.plusliga.pl/players/id/1218/tour/2.html
2001-2002,Marcin Olichwer,05.03.1982,KS MORZE,,196,98,320,,https://www.plusliga.pl/players/id/1466/tour/2.html
2001-2002,Michał Ostrowski,10.01.1975,KS MORZE,,186,82,317,,https://www.plusliga.pl/players/id/1702/tour/2.html
2001-2002,Ales Patak,02.01.1978,KS MORZE,,197,97,331,,https://www.plusliga.pl/players/id/123/tour/2.html
2001-2002,Michał Peciakowski,25.07.1981,KS MORZE,,196,88,312,,https://www.plusliga.pl/players/id/1706/tour/2.html
2001-2002,Radosław Rybak,25.03.1973,KS MORZE,,195,0,0,,https://www.plusliga.pl/players/id/2053/tour/2.html
2001-2002,Radosław Wnuk,25.09.1978,KS MORZE,,207,104,345,,https://www.plusliga.pl/players/id/2057/tour/2.html
2001-2002,Jerzy Zwierko,27.03.1965,KS MORZE,,185,78,296,,https://www.plusliga.pl/players/id/897/tour/2.html
2001-2002,Janusz Bułkowski,31.05.1967,KS NYSA,,190,95,324,,https://www.plusliga.pl/players/id/875/tour/2.html
2001-2002,Pavel Chudik,19.05.1974,KS NYSA,,190,80,310,,https://www.plusliga.pl/players/id/1943/tour/2.html
2001-2002,Rafał Dymowski,20.05.1972,KS NYSA,,200,99,320,,https://www.plusliga.pl/players/id/2068/tour/2.html
2001-2002,Karol Hachuła,21.05.1974,KS NYSA,,202,105,330,,https://www.plusliga.pl/players/id/1076/tour/2.html
2001-2002,Michał Jaszewski,30.04.1979,KS NYSA,,190,87,312,,https://www.plusliga.pl/players/id/1679/tour/2.html
2001-2002,Martin Kop,08.04.1969,KS NYSA,,194,82,315,,https://www.plusliga.pl/players/id/1556/tour/2.html
2001-2002,Maciej Krupnik,11.12.1971,KS NYSA,,196,90,320,,https://www.plusliga.pl/players/id/1330/tour/2.html
2001-2002,Piotr Łuka,09.06.1980,KS NYSA,,0,0,0,,https://www.plusliga.pl/players/id/2009/tour/2.html
2001-2002,Arkadiusz Olejniczak,30.01.1984,KS NYSA,,191,90,312,,https://www.plusliga.pl/players/id/231/tour/2.html
2001-2002,Łukasz Olejniczak,30.01.1984,KS NYSA,,191,88,312,,https://www.plusliga.pl/players/id/1293/tour/2.html
2001-2002,Dariusz Ratajczak,26.02.1964,KS NYSA,,184,99,290,,https://www.plusliga.pl/players/id/455/tour/2.html
2001-2002,Petr Sedlacek,01.08.2019,KS NYSA,,0,0,0,,https://www.plusliga.pl/players/id/1986/tour/2.html
2001-2002,Roland Dembończyk,12.08.1971,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,196,98,320,,https://www.plusliga.pl/players/id/2120/tour/2.html
2001-2002,Aleksander Januszkiewicz,25.05.1979,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,200,98,322,,https://www.plusliga.pl/players/id/82/tour/2.html
2001-2002,Marek Kardoš,25.04.1972,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,186,80,312,,https://www.plusliga.pl/players/id/1480/tour/2.html
2001-2002,Dusan Kubica,12.12.1972,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,188,84,300,,https://www.plusliga.pl/players/id/545/tour/2.html
2001-2002,Piotr Lipiński,04.01.1979,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,195,91,330,,https://www.plusliga.pl/players/id/2008/tour/2.html
2001-2002,Rafał Musielak,22.08.1973,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,193,87,314,,https://www.plusliga.pl/players/id/2077/tour/2.html
2001-2002,Paweł Papke,13.02.1977,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,196,100,345,,https://www.plusliga.pl/players/id/1962/tour/2.html
2001-2002,Marcin Prus,16.10.1978,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,198,95,324,,https://www.plusliga.pl/players/id/1468/tour/2.html
2001-2002,Wojciech Serafin,20.06.1978,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,194,87,340,,https://www.plusliga.pl/players/id/2419/tour/2.html
2001-2002,Bartłomiej Soroka,17.01.1979,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,198,94,315,,https://www.plusliga.pl/players/id/287/tour/2.html
2001-2002,Jarosław Stancelewski,11.05.1974,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,203,110,350,,https://www.plusliga.pl/players/id/883/tour/2.html
2001-2002,Robert Szczerbaniuk,29.05.1977,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,199,90,350,,https://www.plusliga.pl/players/id/2111/tour/2.html
2001-2002,Sebastian Świderski,26.06.1977,MOSTOSTAL - AZOTY SSA KĘDZIERZYN-KOŹLE,,193,93,345,,https://www.plusliga.pl/players/id/2161/tour/2.html
2001-2002,Paweł Biliński,01.05.1980,NORDEA CZARNI RADOM,,178,82,292,,https://www.plusliga.pl/players/id/1948/tour/2.html
2001-2002,Mirosław Czajan,29.02.1976,NORDEA CZARNI RADOM,,197,90,307,,https://www.plusliga.pl/players/id/1764/tour/2.html
2001-2002,Marian Kardas,27.01.1961,NORDEA CZARNI RADOM,,192,87,302,,https://www.plusliga.pl/players/id/1495/tour/2.html
2001-2002,Robert Kiwior,12.05.1982,NORDEA CZARNI RADOM,,194,92,307,,https://www.plusliga.pl/players/id/2105/tour/2.html
2001-2002,Marcin Kocik,07.05.1979,NORDEA CZARNI RADOM,,196,92,330,,https://www.plusliga.pl/players/id/1452/tour/2.html
2001-2002,Konrad Małecki,06.01.1979,NORDEA CZARNI RADOM,,200,94,345,,https://www.plusliga.pl/players/id/1189/tour/2.html
2001-2002,Artur Maroszek,01.08.2019,NORDEA CZARNI RADOM,,199,94,308,,https://www.plusliga.pl/players/id/247/tour/2.html
2001-2002,Maciej Pawliński,02.02.1983,NORDEA CZARNI RADOM,,193,93,340,,https://www.plusliga.pl/players/id/1343/tour/2.html
2001-2002,Stanisław Pieczonka,04.08.1979,NORDEA CZARNI RADOM,,200,106,340,,https://www.plusliga.pl/players/id/2208/tour/2.html
2001-2002,Krzysztof Staniec,05.07.1978,NORDEA CZARNI RADOM,,195,87,310,,https://www.plusliga.pl/players/id/1231/tour/2.html
2001-2002,Łukasz Żygadło,02.08.1979,NORDEA CZARNI RADOM,,201,90,360,,https://www.plusliga.pl/players/id/1313/tour/2.html
2001-2002,Michał Chadała,15.10.1977,PZU AZS OLSZTYN,,196,95,320,,https://www.plusliga.pl/players/id/1664/tour/2.html
2001-2002,Maciej Dobrowolski,19.03.1977,PZU AZS OLSZTYN,,190,86,326,,https://www.plusliga.pl/players/id/1320/tour/2.html
2001-2002,Wojciech Grzyb,04.01.1981,PZU AZS OLSZTYN,,205,105,355,,https://www.plusliga.pl/players/id/2407/tour/2.html
2001-2002,Łukasz Kadziewicz,20.09.1980,PZU AZS OLSZTYN,,206,0,350,,https://www.plusliga.pl/players/id/1282/tour/2.html
2001-2002,Piotr Kempisty,28.06.1979,PZU AZS OLSZTYN,,196,88,315,,https://www.plusliga.pl/players/id/2006/tour/2.html
2001-2002,Tomasz Kowalczyk,15.03.1976,PZU AZS OLSZTYN,,203,95,348,,https://www.plusliga.pl/players/id/2289/tour/2.html
2001-2002,Paweł Kuciński,15.03.1973,PZU AZS OLSZTYN,,193,95,306,,https://www.plusliga.pl/players/id/1956/tour/2.html
2001-2002,Adam Kurian,07.10.1982,PZU AZS OLSZTYN,,202,90,321,,https://www.plusliga.pl/players/id/11/tour/2.html
2001-2002,Jesper Petersen,01.08.2019,PZU AZS OLSZTYN,,195,0,0,,https://www.plusliga.pl/players/id/898/tour/2.html
2001-2002,Artur Pieśniak,13.11.1975,PZU AZS OLSZTYN,,193,86,304,,https://www.plusliga.pl/players/id/249/tour/2.html
2001-2002,Paweł Siezieniewski,27.12.1981,PZU AZS OLSZTYN,,199,93,345,,https://www.plusliga.pl/players/id/1967/tour/2.html
2001-2002,Donald Suxho,01.08.2019,PZU AZS OLSZTYN,,195,0,0,,https://www.plusliga.pl/players/id/538/tour/2.html
2001-2002,Paweł Szabelski,22.12.1981,PZU AZS OLSZTYN,,195,84,316,,https://www.plusliga.pl/players/id/1971/tour/2.html
2001-2002,Wojciech Szczurowski,14.04.1976,PZU AZS OLSZTYN,,194,94,335,,https://www.plusliga.pl/players/id/2423/tour/2.html
2001-2002,Krzysztof Śmigiel,06.05.1974,PZU AZS OLSZTYN,,197,94,324,,https://www.plusliga.pl/players/id/1234/tour/2.html
2001-2002,Siergiy Zhyvolozhniy,15.05.1976,PZU AZS OLSZTYN,,198,88,320,,https://www.plusliga.pl/players/id/2176/tour/2.html
2001-2002,Mariusz Firszt,03.05.1971,TS STOLARKA WOŁOMIN,,189,86,310,,https://www.plusliga.pl/players/id/1508/tour/2.html
2001-2002,Jakub Korpak,16.02.1981,TS STOLARKA WOŁOMIN,,198,94,325,,https://www.plusliga.pl/players/id/806/tour/2.html
2001-2002,Maciej Kosmol,22.09.1982,TS STOLARKA WOŁOMIN,,190,91,308,,https://www.plusliga.pl/players/id/1327/tour/2.html
2001-2002,Tomasz Laskowski,01.02.1972,TS STOLARKA WOŁOMIN,,193,78,307,,https://www.plusliga.pl/players/id/2297/tour/2.html
2001-2002,Rafał Legień,24.10.1969,TS STOLARKA WOŁOMIN,,190,86,300,,https://www.plusliga.pl/players/id/2073/tour/2.html
2001-2002,Jacek Małkowski,08.03.1965,TS STOLARKA WOŁOMIN,,184,84,305,,https://www.plusliga.pl/players/id/768/tour/2.html
2001-2002,Hubert Milewski,09.12.1974,TS STOLARKA WOŁOMIN,,193,94,310,,https://www.plusliga.pl/players/id/714/tour/2.html
2001-2002,Grzegorz Otko,03.02.1971,TS STOLARKA WOŁOMIN,,200,94,327,,https://www.plusliga.pl/players/id/680/tour/2.html
2001-2002,Grzegorz Pilarz,12.02.1980,TS STOLARKA WOŁOMIN,,188,80,320,,https://www.plusliga.pl/players/id/684/tour/2.html
2001-2002,Daniel Pliński,10.12.1978,TS STOLARKA WOŁOMIN,,204,100,330,,https://www.plusliga.pl/players/id/435/tour/2.html
2001-2002,Piotr Poskrobko,07.07.1973,TS STOLARKA WOŁOMIN,,194,88,316,,https://www.plusliga.pl/players/id/2017/tour/2.html
2001-2002,Witold Roman,06.03.1967,TS STOLARKA WOŁOMIN,,202,84,319,,https://www.plusliga.pl/players/id/2401/tour/2.html
2001-2002,Mariusz Sordyl,27.11.1969,TS STOLARKA WOŁOMIN,,200,105,305,,https://www.plusliga.pl/players/id/1517/tour/2.html
2001-2002,Maciej Wołosz,29.01.1982,TS STOLARKA WOŁOMIN,,198,98,335,,https://www.plusliga.pl/players/id/1351/tour/2.html
