season,player_name,birth_date,team,position,height_cm,weight_kg,spike_reach_cm,jersey_number,player_url
2013-2014,Alek Achrem,12.03.1983,Asseco Resovia,Przyjmujący,194,89,340,,https://www.plusliga.pl/players/id/74/tour/19.html
2013-2014,Fabian Drzyzga,03.01.1990,Asseco Resovia,Rozgrywający,196,95,343,,https://www.plusliga.pl/players/id/602/tour/19.html
2013-2014,Michał Filip,31.08.1994,Asseco Resovia,Przyjmujący,197,100,345,,https://www.plusliga.pl/players/id/1668/tour/19.html
2013-2014,Wojciech Grzyb,04.01.1981,Asseco Resovia,Środkowy,205,105,355,,https://www.plusliga.pl/players/id/2407/tour/19.html
2013-2014,Krzysztof Ignaczak,15.05.1978,Asseco Resovia,Libero,188,86,336,,https://www.plusliga.pl/players/id/1216/tour/19.html
2013-2014,Dawid Konarski,31.08.1989,Asseco Resovia,Atakujący,198,101,355,,https://www.plusliga.pl/players/id/472/tour/19.html
2013-2014,Grzegorz Kosok,02.03.1986,Asseco Resovia,Środkowy,205,95,350,,https://www.plusliga.pl/players/id/675/tour/19.html
2013-2014,Paul Michael Lotman,03.11.1985,Asseco Resovia,Przyjmujący,200,99,345,,https://www.plusliga.pl/players/id/1922/tour/19.html
2013-2014,Mateusz Masłowski,13.06.1997,Asseco Resovia,Libero,185,80,333,,https://www.plusliga.pl/players/id/1604/tour/19.html
2013-2014,Piotr Nowakowski,18.12.1987,Asseco Resovia,Środkowy,205,101,360,,https://www.plusliga.pl/players/id/2014/tour/19.html
2013-2014,Szymon Pałka,11.05.1994,Asseco Resovia,Przyjmujący,193,88,327,,https://www.plusliga.pl/players/id/2237/tour/19.html
2013-2014,Nikolay Penchev,22.05.1992,Asseco Resovia,Przyjmujący,197,87,345,,https://www.plusliga.pl/players/id/1841/tour/19.html
2013-2014,Łukasz Perłowski,03.04.1984,Asseco Resovia,Środkowy,204,95,353,,https://www.plusliga.pl/players/id/1296/tour/19.html
2013-2014,Jochen Schoeps,08.10.1983,Asseco Resovia,Atakujący,200,103,356,,https://www.plusliga.pl/players/id/930/tour/19.html
2013-2014,Michał Szalacha,15.01.1994,Asseco Resovia,Atakujący,202,97,355,,https://www.plusliga.pl/players/id/1713/tour/19.html
2013-2014,Lukas Tichacek,12.01.1982,Asseco Resovia,Rozgrywający,193,95,335,,https://www.plusliga.pl/players/id/1273/tour/19.html
2013-2014,Peter Veres,22.02.1979,Asseco Resovia,Przyjmujący,200,85,350,,https://www.plusliga.pl/players/id/1984/tour/19.html
2013-2014,Michał Bąkiewicz,22.03.1981,AZS Częstochowa,Przyjmujący,197,93,339,,https://www.plusliga.pl/players/id/1661/tour/19.html
2013-2014,Bartosz Bednorz,25.07.1994,AZS Częstochowa,Przyjmujący,201,93,360,,https://www.plusliga.pl/players/id/293/tour/19.html
